id,name,feature_0,feature_1,feature_2
96,n2[94],0,2147483647,1
97,n2[95],0,2147483647,1
98,n2[96],0,2147483647,1
99,n2[97],0,2147483647,1
100,n2[98],0,2147483647,1
101,n2[99],0,2147483647,1
102,n2[100],0,2147483647,1
103,n2[101],0,2147483647,1
104,n2[102],0,2147483647,1
105,n2[103],0,2147483647,1
106,n2[104],0,2147483647,1
107,n2[105],0,2147483647,1
108,n2[106],0,2147483647,1
109,n2[107],0,2147483647,1
110,n2[108],0,2147483647,1
111,n2[109],0,2147483647,1
112,n2[110],0,2147483647,1
113,n2[111],0,2147483647,1
114,n2[112],0,2147483647,1
115,n2[113],0,2147483647,1
116,n2[114],0,2147483647,1
117,n2[115],0,2147483647,1
118,n2[116],0,2147483647,1
119,n2[117],0,2147483647,1
120,n2[118],0,2147483647,1
121,n2[119],0,2147483647,1
122,n2[120],0,2147483647,1
123,n2[121],0,2147483647,1
124,n2[122],0,2147483647,1
125,n2[123],0,2147483647,1
126,n2[124],0,2147483647,1
127,n2[125],0,2147483647,1
128,n2[126],0,2147483647,1
129,n2[127],0,2147483647,1
130,n3[0],2147483647,1,4
131,n3[1],2147483647,1,4
132,n3[2],2147483647,1,4
133,n3[3],2147483647,1,4
134,n3[4],2147483647,1,4
135,n3[5],2147483647,1,4
136,n3[6],2147483647,1,4
137,n3[7],2147483647,1,4
138,n3[8],2147483647,1,4
139,n3[9],2147483647,1,4
140,n3[10],2147483647,1,4
141,n3[11],2147483647,1,4
142,n3[12],2147483647,1,4
143,n3[13],2147483647,1,4
144,n3[14],2147483647,1,4
145,n3[15],2147483647,1,4
146,n3[16],2147483647,1,4
147,n3[17],2147483647,1,4
148,n3[18],2147483647,1,4
149,n3[19],2147483647,1,4
150,n3[20],2147483647,1,4
151,n3[21],2147483647,1,4
152,n3[22],2147483647,1,4
153,n3[23],2147483647,1,4
154,n3[24],2147483647,1,4
155,n3[25],2147483647,1,4
156,n3[26],2147483647,1,4
157,n3[27],2147483647,1,4
158,n3[28],2147483647,1,4
159,n3[29],2147483647,1,4
160,n3[30],2147483647,1,4
161,n3[31],2147483647,1,4
162,n3[32],2147483647,1,4
163,n3[33],2147483647,1,4
164,n3[34],2147483647,1,4
165,n3[35],2147483647,1,4
166,n3[36],2147483647,1,4
167,n3[37],2147483647,1,4
168,n3[38],2147483647,1,4
169,n3[39],2147483647,1,4
170,n3[40],2147483647,1,4
171,n3[41],2147483647,1,4
172,n3[42],2147483647,1,4
173,n3[43],2147483647,1,4
174,n3[44],2147483647,1,4
175,n3[45],2147483647,1,4
176,n3[46],2147483647,1,4
177,n3[47],2147483647,1,4
178,n3[48],2147483647,1,4
179,n3[49],2147483647,1,4
180,n3[50],2147483647,1,4
181,n3[51],2147483647,1,4
182,n3[52],2147483647,1,4
183,n3[53],2147483647,1,4
184,n3[54],2147483647,1,4
185,n3[55],2147483647,1,4
186,n3[56],2147483647,1,4
187,n3[57],2147483647,1,4
188,n3[58],2147483647,1,4
189,n3[59],2147483647,1,4
190,n3[60],2147483647,1,4
191,n3[61],2147483647,1,4
192,n3[62],2147483647,1,4
193,n3[63],2147483647,1,4
194,n4[0],2147483647,1,4
195,n4[1],2147483647,1,4
196,n4[2],2147483647,1,4
197,n4[3],2147483647,1,4
198,n4[4],2147483647,1,4
199,n4[5],2147483647,1,4
200,n4[6],2147483647,1,4
201,n4[7],2147483647,1,4
202,n4[8],2147483647,1,4
203,n4[9],2147483647,1,4
204,n4[10],2147483647,1,4
205,n4[11],2147483647,1,4
206,n4[12],2147483647,1,4
207,n4[13],2147483647,1,4
208,n4[14],2147483647,1,4
209,n4[15],2147483647,1,4
210,n4[16],2147483647,1,4
211,n4[17],2147483647,1,4
212,n4[18],2147483647,1,4
213,n4[19],2147483647,1,4
214,n4[20],2147483647,1,4
215,n4[21],2147483647,1,4
216,n4[22],2147483647,1,4
217,n4[23],2147483647,1,4
218,n4[24],2147483647,1,4
219,n4[25],2147483647,1,4
220,n4[26],2147483647,1,4
221,n4[27],2147483647,1,4
222,n4[28],2147483647,1,4
223,n4[29],2147483647,1,4
224,n4[30],2147483647,1,4
225,n4[31],2147483647,1,4
226,n4[32],2147483647,1,4
227,n4[33],2147483647,1,4
228,n4[34],2147483647,1,4
229,n4[35],2147483647,1,4
230,n4[36],2147483647,1,4
231,n4[37],2147483647,1,4
232,n4[38],2147483647,1,4
233,n4[39],2147483647,1,4
234,n4[40],2147483647,1,4
235,n4[41],2147483647,1,4
236,n4[42],2147483647,1,4
237,n4[43],2147483647,1,4
238,n4[44],2147483647,1,4
239,n4[45],2147483647,1,4
240,n4[46],2147483647,1,4
241,n4[47],2147483647,1,4
242,n4[48],2147483647,1,4
243,n4[49],2147483647,1,4
244,n4[50],2147483647,1,4
245,n4[51],2147483647,1,4
246,n4[52],2147483647,1,4
247,n4[53],2147483647,1,4
248,n4[54],2147483647,1,4
249,n4[55],2147483647,1,4
250,n4[56],2147483647,1,4
251,n4[57],2147483647,1,4
252,n4[58],2147483647,1,4
253,n4[59],2147483647,1,4
254,n4[60],2147483647,1,4
255,n4[61],2147483647,1,4
256,n4[62],2147483647,1,4
257,n4[63],2147483647,1,4
258,n5[0],2147483647,1,4
259,n5[1],2147483647,1,4
260,n5[2],2147483647,1,4
261,n5[3],2147483647,1,4
262,n5[4],2147483647,1,4
263,n5[5],2147483647,1,4
264,n5[6],2147483647,1,4
265,n5[7],2147483647,1,4
266,n5[8],2147483647,1,4
267,n5[9],2147483647,1,4
268,n5[10],2147483647,1,4
269,n5[11],2147483647,1,4
270,n5[12],2147483647,1,4
271,n5[13],2147483647,1,4
272,n5[14],2147483647,1,4
273,n5[15],2147483647,1,4
274,n5[16],2147483647,1,4
275,n5[17],2147483647,1,4
276,n5[18],2147483647,1,4
277,n5[19],2147483647,1,4
278,n5[20],2147483647,1,4
279,n5[21],2147483647,1,4
280,n5[22],2147483647,1,4
281,n5[23],2147483647,1,4
282,n5[24],2147483647,1,4
283,n5[25],2147483647,1,4
284,n5[26],2147483647,1,4
285,n5[27],2147483647,1,4
286,n5[28],2147483647,1,4
287,n5[29],2147483647,1,4
288,n5[30],2147483647,1,4
289,n5[31],2147483647,1,4
290,n5[32],2147483647,1,4
291,n5[33],2147483647,1,4
292,n5[34],2147483647,1,4
293,n5[35],2147483647,1,4
294,n5[36],2147483647,1,4
295,n5[37],2147483647,1,4
296,n5[38],2147483647,1,4
297,n5[39],2147483647,1,4
298,n5[40],2147483647,1,4
299,n5[41],2147483647,1,4
300,n5[42],2147483647,1,4
301,n5[43],2147483647,1,4
302,n5[44],2147483647,1,4
303,n5[45],2147483647,1,4
304,n5[46],2147483647,1,4
305,n5[47],2147483647,1,4
306,n5[48],2147483647,1,4
307,n5[49],2147483647,1,4
308,n5[50],2147483647,1,4
309,n5[51],2147483647,1,4
310,n5[52],2147483647,1,4
311,n5[53],2147483647,1,4
312,n5[54],2147483647,1,4
313,n5[55],2147483647,1,4
314,n5[56],2147483647,1,4
315,n5[57],2147483647,1,4
316,n5[58],2147483647,1,4
317,n5[59],2147483647,1,4
318,n5[60],2147483647,1,4
319,n5[61],2147483647,1,4
320,n5[62],2147483647,1,4
321,n5[63],2147483647,1,4
322,g0,2147483647,2,1
323,g1,3,3,4
324,g2,3,3,4
325,g3,3,3,4
326,g4,3,3,4
327,g5,3,3,4
328,g6,3,3,4
329,g7,3,3,4
330,g8,3,3,4
331,g9,3,3,4
332,g10,3,3,4
333,g11,3,3,4
334,g12,3,3,4
335,g13,3,3,4
336,g14,3,3,4
337,g15,3,3,4
338,g16,3,3,4
339,g17,3,3,4
340,g18,3,3,4
341,g19,3,3,4
342,g20,3,3,4
343,g21,3,3,4
344,g22,3,3,4
345,g23,3,3,4
346,g24,3,3,4
347,g25,3,3,4
348,g26,3,3,4
349,g27,3,3,4
350,g28,3,3,4
351,g29,3,3,4
352,g30,3,3,4
353,g31,3,3,4
354,g32,3,3,4
355,g33,3,3,4
356,g34,3,3,4
357,g35,3,3,4
358,g36,3,3,4
359,g37,3,3,4
360,g38,3,3,4
361,g39,3,3,4
362,g40,3,3,4
363,g41,3,3,4
364,g42,3,3,4
365,g43,3,3,4
366,g44,3,3,4
367,g45,3,3,4
368,g46,3,3,4
369,g47,3,3,4
370,g48,3,3,4
371,g49,3,3,4
372,g50,3,3,4
373,g51,3,3,4
374,g52,3,3,4
375,g53,3,3,4
376,g54,3,3,4
377,g55,3,3,4
378,g56,3,3,4
379,g57,3,3,4
380,g58,3,3,4
381,g59,3,3,4
382,g60,3,3,4
383,g61,3,3,4
384,g62,3,3,4
385,g63,3,3,4
386,g64,3,3,4
387,g65,3,3,4
388,g66,3,3,4
389,g67,3,3,4
390,g68,3,3,4
391,g69,3,3,4
392,g70,3,3,4
393,g71,3,3,4
394,g72,3,3,4
395,g73,3,3,4
396,g74,3,3,4
397,g75,3,3,4
398,g76,3,3,4
399,g77,3,3,4
400,g78,3,3,4
401,g79,3,3,4
402,g80,3,3,4
403,g81,3,3,4
404,g82,3,3,4
405,g83,3,3,4
406,g84,3,3,4
407,g85,3,3,4
408,g86,3,3,4
409,g87,3,3,4
410,g88,3,3,4
411,g89,3,3,4
412,g90,3,3,4
413,g91,3,3,4
414,g92,3,3,4
415,g93,3,3,4
416,g94,3,3,4
417,g95,3,3,4
418,g96,3,3,4
419,g97,3,3,4
420,g98,3,3,4
421,g99,3,3,4
422,g100,3,3,4
423,g101,3,3,4
424,g102,3,3,4
425,g103,3,3,4
426,g104,3,3,4
427,g105,3,3,4
428,g106,3,3,4
429,g107,3,3,4
430,g108,3,3,4
431,g109,3,3,4
432,g110,3,3,4
433,g111,3,3,4
434,g112,3,3,4
435,g113,3,3,4
436,g114,3,3,4
437,g115,3,3,4
438,g116,3,3,4
439,g117,3,3,4
440,g118,3,3,4
441,g119,3,3,4
442,g120,3,3,4
443,g121,3,3,4
444,g122,3,3,4
445,g123,3,3,4
446,g124,3,3,4
447,g125,3,3,4
448,g126,3,3,4
449,g127,3,3,4
450,g128,3,3,4
451,g129,2,5,2
452,g130,2147483647,2,2
453,g131,2147483647,2,2
454,g132,2147483647,2,2
455,g133,2147483647,2,2
456,g134,2147483647,2,2
457,g135,2147483647,2,2
458,g136,2147483647,2,2
459,g137,2147483647,2,2
460,g138,2147483647,2,2
461,g139,2147483647,2,2
462,g140,2147483647,2,2
463,g141,2147483647,2,2
464,g142,2147483647,2,2
465,g143,2147483647,2,2
466,g144,2147483647,2,2
467,g145,2147483647,2,2
468,g146,2147483647,2,2
469,g147,2147483647,2,2
470,g148,2147483647,2,2
471,g149,2147483647,2,2
472,g150,2147483647,2,2
473,g151,2147483647,2,2
474,g152,2147483647,2,2
475,g153,2147483647,2,2
476,g154,2147483647,2,2
477,g155,2147483647,2,2
478,g156,2147483647,2,2
479,g157,2147483647,2,2
480,g158,2147483647,2,2
481,g159,2147483647,2,2
482,g160,2147483647,2,2
483,g161,2147483647,2,2
484,g162,2147483647,2,2
485,g163,2,5,2
486,g164,2147483647,2,2
487,g165,2147483647,2,2
488,g166,2147483647,2,2
489,g167,2147483647,2,2
490,g168,2147483647,2,2
491,g169,2147483647,2,2
492,g170,2147483647,2,2
493,g171,2,5,2
494,g172,2147483647,2,2
495,g173,2147483647,2,2
496,g174,2147483647,2,2
497,g175,2147483647,2,2
498,g176,2147483647,2,2
499,g177,2147483647,2,2
500,g178,2,5,2
501,g179,2147483647,2,2
502,g180,2147483647,2,2
503,g181,2147483647,2,2
504,g182,2147483647,2,2
505,g183,2147483647,2,2
506,g184,2,5,2
507,g185,2147483647,2,2
508,g186,2147483647,2,2
509,g187,2147483647,2,2
510,g188,2147483647,2,2
511,g189,2,5,2
512,g190,2147483647,2,2
513,g191,2147483647,2,2
514,g192,2147483647,2,2
515,g193,2147483647,2,2
516,g194,2147483647,2,2
517,g195,2,5,2
518,g196,2147483647,2,2
519,g197,2147483647,2,2
520,g198,2147483647,2,2
521,g199,2,5,2
522,g200,2147483647,2,2
523,g201,2,5,2
524,g202,2,5,2
525,g203,2,5,2
526,g204,2,5,2
527,g205,2,5,2
528,g206,2,5,2
529,g207,2,5,2
530,g208,2,5,2
531,g209,2,5,2
532,g210,2,5,2
533,g211,2,5,2
534,g212,2,5,2
535,g213,2,5,2
536,g214,2,5,2
537,g215,2,5,2
538,g216,2,5,2
539,g217,2,5,2
540,g218,2,5,2
541,g219,2,5,2
542,g220,2,5,2
543,g221,2147483647,2,2
544,g222,2147483647,2,2
545,g223,2147483647,2,2
546,g224,2147483647,2,2
547,g225,2147483647,2,2
548,g226,2147483647,2,2
549,g227,2147483647,2,2
550,g228,2147483647,2,2
551,g229,2,5,2
552,g230,2,5,2
553,g231,2,5,2
554,g232,2,5,2
555,g233,2,5,2
556,g234,2,5,2
557,g235,2,5,2
558,g236,2,5,2
559,g237,2,5,2
560,g238,2,5,2
561,g239,2,5,2
562,g240,2,5,2
563,g241,2,5,2
564,g242,2,5,2
565,g243,2,5,2
566,g244,2,5,2
567,g245,2,5,2
568,g246,2,5,2
569,g247,2,5,2
570,g248,2,5,2
571,g249,2,5,2
572,g250,2,5,2
573,g251,2,5,2
574,g252,2,5,2
575,g253,2,5,2
576,g254,2,5,2
577,g255,2,5,2
578,g256,2,5,2
579,g257,2,5,2
580,g258,2,5,2
581,g259,2,5,2
582,g260,2,5,2
583,g261,2,5,2
584,g262,2,5,2
585,g263,2,5,2
586,g264,2,5,2
587,g265,2,5,2
588,g266,2,5,2
589,g267,2,5,2
590,g268,2,5,2
591,g269,2,5,2
592,g270,2,5,2
593,g271,2,5,2
594,g272,2,5,2
595,g273,2,5,2
596,g274,2,5,2
597,g275,2,5,2
598,g276,2,5,2
599,g277,2,5,2
600,g278,2,5,2
601,g279,2,5,2
602,g280,2,5,2
603,g281,2,5,2
604,g282,2,5,2
605,g283,2,5,2
606,g284,2,5,2
607,g285,2,5,2
608,g286,2,5,2
609,g287,2,5,2
610,g288,2,5,2
611,g289,2,5,2
612,g290,2,5,2
613,g291,2,5,2
614,g292,2,5,2
615,g293,2,5,2
616,g294,2,5,2
617,g295,2,5,2
618,g296,2,5,2
619,g297,2,5,2
620,g298,2,5,2
621,g299,2,5,2
622,g300,2,5,2
623,g301,2,5,2
624,g302,2,5,2
625,g303,2,5,2
626,g304,2,5,2
627,g305,2,5,2
628,g306,2,5,2
629,g307,2,5,2
630,g308,2,5,2
631,g309,2,5,2
632,g310,2,5,2
633,g311,2,5,2
634,g312,2,5,2
635,g313,2,5,2
636,g314,2,5,2
637,g315,2,5,2
638,g316,2,5,2
639,g317,2,5,2
640,g318,2,5,2
641,g319,2,5,2
642,g320,2,5,2
643,g321,2,5,2
644,g322,2,5,2
645,g323,2,5,2
646,g324,2,5,2
647,g325,2,5,2
648,g326,2,5,2
649,g327,2,5,2
650,g328,2,5,2
651,g329,1,2147483647,1
652,g330,1,2147483647,1
653,g331,1,2147483647,1
654,g332,2147483647,1,4
655,g333,2147483647,1,4
656,g334,1,2147483647,1
657,g335,1,2147483647,1
658,g336,1,2147483647,1
659,g337,2147483647,1,4
660,g338,2147483647,1,4
661,g339,1,2147483647,1
662,g340,1,2147483647,1
663,g341,1,2147483647,1
664,g342,1,2147483647,1
665,g343,2147483647,1,4
666,g344,1,2147483647,1
667,g345,2147483647,1,4
668,g346,1,2147483647,1
669,g347,2147483647,1,4
670,g348,1,2147483647,1
671,g349,1,2147483647,1
672,g350,1,2147483647,1
673,g351,2147483647,1,4
674,g352,1,2147483647,1
675,g353,2147483647,1,4
676,g354,1,2147483647,1
677,g355,2147483647,1,4
678,g356,1,2147483647,1
679,g357,1,2147483647,1
680,g358,1,2147483647,1
681,g359,1,2147483647,1
682,g360,1,2147483647,1
683,g361,2147483647,1,4
684,g362,2147483647,1,4
685,g363,1,2147483647,1
686,g364,1,2147483647,1
687,g365,2147483647,1,4
688,g366,1,2147483647,1
689,g367,1,2147483647,1
690,g368,2147483647,1,4
691,g369,1,2147483647,1
692,g370,1,2147483647,1
693,g371,1,2147483647,1
694,g372,2147483647,1,4
695,g373,1,2147483647,1
696,g374,1,2147483647,1
697,g375,1,2147483647,1
698,g376,2147483647,1,4
699,g377,1,2147483647,1
700,g378,1,2147483647,1
701,g379,1,2147483647,1
702,g380,1,2147483647,1
703,g381,2147483647,1,4
704,g382,2147483647,1,4
705,g383,2147483647,1,4
706,g384,2147483647,1,4
707,g385,1,2147483647,1
708,g386,1,2147483647,1
709,g387,2147483647,1,4
710,g388,1,2147483647,1
711,g389,1,2147483647,1
712,g390,2147483647,1,4
713,g391,1,2147483647,1
714,g392,1,2147483647,1
715,g393,1,2147483647,1
716,g394,1,2147483647,1
717,g395,1,2147483647,1
718,g396,2147483647,1,4
719,g397,1,2147483647,1
720,g398,1,2147483647,1
721,g399,1,2147483647,1
722,g400,2147483647,1,4
723,g401,2147483647,1,4
724,g402,1,2147483647,1
725,g403,2147483647,1,4
726,g404,2147483647,1,4
727,g405,2147483647,1,4
728,g406,1,2147483647,1
729,g407,1,2147483647,1
730,g408,1,2147483647,1
731,g409,1,2147483647,1
732,g410,1,2147483647,1
733,g411,2147483647,1,4
734,g412,2147483647,1,4
735,g413,2147483647,1,4
736,g414,1,2147483647,1
737,g415,2147483647,1,4
738,g416,1,2147483647,1
739,g417,1,2147483647,1
740,g418,1,2147483647,1
741,g419,2147483647,1,4
742,g420,1,2147483647,1
743,g421,2147483647,1,4
744,g422,1,2147483647,1
745,g423,2147483647,1,4
746,g424,2147483647,1,4
747,g425,1,2147483647,1
748,g426,1,2147483647,1
749,g427,2147483647,1,4
750,g428,2147483647,2,1
751,g429,2147483647,2,1
752,g430,2147483647,2,1
753,g431,2147483647,2,1
754,g432,2147483647,2,1
755,g433,2147483647,2,1
756,g434,2147483647,2,1
757,g435,2147483647,2,1
758,g436,2147483647,2,1
759,g437,2147483647,4,1
760,g438,2147483647,4,1
761,g439,2147483647,3,1
762,g440,2147483647,4,1
763,g441,2147483647,4,1
764,g442,2147483647,3,1
765,g443,2147483647,1,4
766,g444,1,2147483647,1
767,g445,1,2147483647,1
768,g446,1,2147483647,1
769,g447,2147483647,1,4
770,g448,1,2147483647,1
771,g449,1,2147483647,1
772,g450,2147483647,1,4
773,g451,2147483647,1,4
774,g452,1,2147483647,1
775,g453,2147483647,1,4
776,g454,1,2147483647,1
777,g455,1,2147483647,1
778,g456,2147483647,1,4
779,g457,1,2147483647,1
780,g458,2147483647,1,4
781,g459,1,2147483647,1
782,g460,2147483647,1,4
783,g461,2147483647,1,4
784,g462,1,2147483647,1
785,g463,1,2147483647,1
786,g464,1,2147483647,1
787,g465,1,2147483647,1
788,g466,1,2147483647,1
789,g467,2147483647,1,4
790,g468,1,2147483647,1
791,g469,2147483647,1,4
792,g470,1,2147483647,1
793,g471,2147483647,1,4
794,g472,1,2147483647,1
795,g473,1,2147483647,1
796,g474,1,2147483647,1
797,g475,2147483647,1,4
798,g476,2147483647,1,4
799,g477,1,2147483647,1
800,g478,1,2147483647,1
801,g479,2147483647,1,4
802,g480,2147483647,1,4
803,g481,1,2147483647,1
804,g482,2147483647,1,4
805,g483,1,2147483647,1
806,g484,1,2147483647,1
807,g485,1,2147483647,1
808,g486,2147483647,1,4
809,g487,1,2147483647,1
810,g488,1,2147483647,1
811,g489,2147483647,1,4
812,g490,2147483647,1,4
813,g491,1,2147483647,1
814,g492,2147483647,1,4
815,g493,1,2147483647,1
816,g494,1,2147483647,1
817,g495,1,2147483647,1
818,g496,1,2147483647,1
819,g497,1,2147483647,1
820,g498,1,2147483647,1
821,g499,1,2147483647,1
822,g500,1,2147483647,1
823,g501,1,2147483647,1
824,g502,1,2147483647,1
825,g503,2147483647,1,4
826,g504,2147483647,1,4
827,g505,1,2147483647,1
828,g506,1,2147483647,1
829,g507,2147483647,1,4
830,g508,2147483647,1,4
831,g509,1,2147483647,1
832,g510,1,2147483647,1
833,g511,1,2147483647,1
834,g512,1,2147483647,1
835,g513,1,2147483647,1
836,g514,1,2147483647,1
837,g515,1,2147483647,1
838,g516,1,2147483647,1
839,g517,2147483647,1,4
840,g518,1,2147483647,1
841,g519,1,2147483647,1
842,g520,1,2147483647,1
843,g521,2147483647,1,4
844,g522,1,2147483647,1
845,g523,2147483647,1,4
846,g524,2147483647,1,4
847,g525,2147483647,1,4
848,g526,2147483647,1,4
849,g527,1,2147483647,1
850,g528,1,2147483647,1
851,g529,2147483647,1,4
852,g530,1,2147483647,1
853,g531,1,2147483647,1
854,g532,1,2147483647,1
855,g533,1,2147483647,1
856,g534,1,2147483647,1
857,g535,2147483647,1,4
858,g536,2147483647,1,4
859,g537,1,2147483647,1
860,g538,1,2147483647,1
861,g539,1,2147483647,1
862,g540,2147483647,1,4
863,g541,1,2147483647,1
864,g542,1,2147483647,1
865,g543,1,2147483647,1
866,g544,7,4,5
867,g545,7,4,5
868,g546,7,4,5
869,g547,7,4,5
870,g548,7,4,5
871,g549,7,4,5
872,g550,7,4,5
873,g551,7,4,5
874,g552,7,4,5
875,g553,7,4,5
876,g554,7,4,5
877,g555,7,4,5
878,g556,7,4,5
879,g557,7,4,5
880,g558,7,4,5
881,g559,7,4,5
882,g560,7,4,5
883,g561,7,4,5
884,g562,7,4,5
885,g563,7,4,5
886,g564,7,4,5
887,g565,7,4,5
888,g566,7,4,5
889,g567,7,4,5
890,g568,7,4,5
891,g569,7,4,5
892,g570,7,4,5
893,g571,7,4,5
894,g572,7,4,5
895,g573,7,4,5
896,g574,7,4,5
897,g575,7,4,5
898,g576,7,4,5
899,g577,7,4,5
900,g578,7,4,5
901,g579,7,4,5
902,g580,7,4,5
903,g581,7,4,5
904,g582,7,4,5
905,g583,7,4,5
906,g584,7,4,5
907,g585,7,4,5
908,g586,7,4,5
909,g587,7,4,5
910,g588,7,4,5
911,g589,7,4,5
912,g590,7,4,5
913,g591,7,4,5
914,g592,7,4,5
915,g593,7,4,5
916,g594,7,4,5
917,g595,7,4,5
918,g596,7,4,5
919,g597,7,4,5
920,g598,7,4,5
921,g599,7,4,5
922,g600,7,4,5
923,g601,7,4,5
924,g602,7,4,5
925,g603,7,4,5
926,g604,7,4,5
927,g605,7,4,5
928,g606,7,4,5
929,g607,7,4,5
930,g608,2,2,5
931,g609,2,5,5
932,g610,2,5,5
933,g611,2,5,5
934,g612,2,5,5
935,g613,2,5,5
936,g614,2,5,5
937,g615,2,4,5
938,g616,4,5,5
939,g617,5,4,5
940,g618,5,4,5
941,g619,5,4,5
942,g620,5,4,5
943,g621,5,4,5
944,g622,5,4,5
945,g623,5,4,5
946,g624,5,4,5
947,g625,5,4,5
948,g626,5,4,5
949,g627,5,4,5
950,g628,5,4,5
951,g629,4,5,5
952,g630,5,4,5
953,g631,5,4,5
954,g632,4,5,5
955,g633,5,4,5
956,g634,4,5,5
957,g635,4,5,5
958,g636,5,4,5
959,g637,4,5,5
960,g638,4,5,5
961,g639,5,4,5
962,g640,5,4,5
963,g641,5,4,5
964,g642,5,4,5
965,g643,4,5,5
966,g644,4,5,5
967,g645,5,4,5
968,g646,4,5,5
969,g647,5,4,5
970,g648,5,4,5
971,g649,5,4,5
972,g650,5,4,5
973,g651,5,4,5
974,g652,5,4,5
975,g653,5,4,5
976,g654,5,4,5
977,g655,5,4,5
978,g656,5,4,5
979,g657,5,4,5
980,g658,5,4,5
981,g659,5,4,5
982,g660,5,4,5
983,g661,5,4,5
984,g662,5,4,5
985,g663,5,4,5
986,g664,5,4,5
987,g665,4,5,5
988,g666,4,5,5
989,g667,5,4,5
990,g668,5,4,5
991,g669,5,4,5
992,g670,5,4,5
993,g671,5,4,5
994,g672,5,4,5
995,g673,5,4,5
996,g674,4,5,5
997,g675,5,4,5
998,g676,4,5,5
999,g677,5,4,5
1000,g678,5,4,5
1001,g679,4,5,5
1002,g680,2,5,5
1003,g681,2,5,5
1004,g682,2,5,5
1005,g683,5,4,5
1006,g684,5,4,5
1007,g685,5,4,5
1008,g686,5,4,5
1009,g687,5,4,5
1010,g688,5,4,5
1011,g689,5,4,5
1012,g690,5,4,5
1013,g691,5,4,5
1014,g692,5,4,5
1015,g693,5,4,5
1016,g694,5,4,5
1017,g695,5,4,5
1018,g696,5,4,5
1019,g697,5,4,5
1020,g698,5,4,5
1021,g699,5,4,5
1022,g700,5,4,5
1023,g701,5,4,5
1024,g702,5,4,5
1025,g703,5,4,5
1026,g704,5,4,5
1027,g705,5,4,5
1028,g706,5,4,5
1029,g707,5,4,5
1030,g708,5,4,5
1031,g709,5,4,5
1032,g710,5,4,5
1033,g711,5,4,5
1034,g712,5,4,5
1035,g713,5,4,5
1036,g714,5,4,5
1037,g715,5,4,5
1038,g716,5,4,5
1039,g717,5,4,5
1040,g718,5,4,5
