id,name,type_0,type_1,type_2,type_3,type_4,type_5,type_6,type_7,type_8,type_9,type_10
109,n9[0],1,0,0,0,0,0,0,0,0,0,0
110,n9[1],1,0,0,0,0,0,0,0,0,0,0
111,n9[2],1,0,0,0,0,0,0,0,0,0,0
112,n9[3],1,0,0,0,0,0,0,0,0,0,0
113,n9[4],1,0,0,0,0,0,0,0,0,0,0
114,n9[5],1,0,0,0,0,0,0,0,0,0,0
115,n9[6],1,0,0,0,0,0,0,0,0,0,0
116,n9[7],1,0,0,0,0,0,0,0,0,0,0
117,n10[0],0,1,0,0,0,0,0,0,0,0,0
118,n10[1],0,1,0,0,0,0,0,0,0,0,0
119,n10[2],0,1,0,0,0,0,0,0,0,0,0
120,n10[3],0,1,0,0,0,0,0,0,0,0,0
121,n11[0],0,1,0,0,0,0,0,0,0,0,0
122,n11[1],0,1,0,0,0,0,0,0,0,0,0
123,n11[2],0,1,0,0,0,0,0,0,0,0,0
124,n11[3],0,1,0,0,0,0,0,0,0,0,0
125,n11[4],0,1,0,0,0,0,0,0,0,0,0
126,n11[5],0,1,0,0,0,0,0,0,0,0,0
127,n11[6],0,1,0,0,0,0,0,0,0,0,0
128,n11[7],0,1,0,0,0,0,0,0,0,0,0
129,n11[8],0,1,0,0,0,0,0,0,0,0,0
130,n11[9],0,1,0,0,0,0,0,0,0,0,0
131,n11[10],0,1,0,0,0,0,0,0,0,0,0
132,n11[11],0,1,0,0,0,0,0,0,0,0,0
133,n11[12],0,1,0,0,0,0,0,0,0,0,0
134,n11[13],0,1,0,0,0,0,0,0,0,0,0
135,n11[14],0,1,0,0,0,0,0,0,0,0,0
136,n11[15],0,1,0,0,0,0,0,0,0,0,0
137,n11[16],0,1,0,0,0,0,0,0,0,0,0
138,n11[17],0,1,0,0,0,0,0,0,0,0,0
139,n11[18],0,1,0,0,0,0,0,0,0,0,0
140,n11[19],0,1,0,0,0,0,0,0,0,0,0
141,n11[20],0,1,0,0,0,0,0,0,0,0,0
142,n11[21],0,1,0,0,0,0,0,0,0,0,0
143,n11[22],0,1,0,0,0,0,0,0,0,0,0
144,n11[23],0,1,0,0,0,0,0,0,0,0,0
145,n11[24],0,1,0,0,0,0,0,0,0,0,0
146,n11[25],0,1,0,0,0,0,0,0,0,0,0
147,n11[26],0,1,0,0,0,0,0,0,0,0,0
148,n11[27],0,1,0,0,0,0,0,0,0,0,0
149,n11[28],0,1,0,0,0,0,0,0,0,0,0
150,n11[29],0,1,0,0,0,0,0,0,0,0,0
151,n11[30],0,1,0,0,0,0,0,0,0,0,0
152,n11[31],0,1,0,0,0,0,0,0,0,0,0
153,n12[0],0,1,0,0,0,0,0,0,0,0,0
154,n12[1],0,1,0,0,0,0,0,0,0,0,0
155,n12[2],0,1,0,0,0,0,0,0,0,0,0
156,n12[3],0,1,0,0,0,0,0,0,0,0,0
157,n12[4],0,1,0,0,0,0,0,0,0,0,0
158,n12[5],0,1,0,0,0,0,0,0,0,0,0
159,n12[6],0,1,0,0,0,0,0,0,0,0,0
160,n12[7],0,1,0,0,0,0,0,0,0,0,0
161,n12[8],0,1,0,0,0,0,0,0,0,0,0
162,n12[9],0,1,0,0,0,0,0,0,0,0,0
163,n12[10],0,1,0,0,0,0,0,0,0,0,0
164,n12[11],0,1,0,0,0,0,0,0,0,0,0
165,n12[12],0,1,0,0,0,0,0,0,0,0,0
166,n12[13],0,1,0,0,0,0,0,0,0,0,0
167,n12[14],0,1,0,0,0,0,0,0,0,0,0
168,n12[15],0,1,0,0,0,0,0,0,0,0,0
169,n12[16],0,1,0,0,0,0,0,0,0,0,0
170,n12[17],0,1,0,0,0,0,0,0,0,0,0
171,n12[18],0,1,0,0,0,0,0,0,0,0,0
172,n12[19],0,1,0,0,0,0,0,0,0,0,0
173,n12[20],0,1,0,0,0,0,0,0,0,0,0
174,n12[21],0,1,0,0,0,0,0,0,0,0,0
175,n12[22],0,1,0,0,0,0,0,0,0,0,0
176,n12[23],0,1,0,0,0,0,0,0,0,0,0
177,n12[24],0,1,0,0,0,0,0,0,0,0,0
178,n12[25],0,1,0,0,0,0,0,0,0,0,0
179,n12[26],0,1,0,0,0,0,0,0,0,0,0
180,n12[27],0,1,0,0,0,0,0,0,0,0,0
181,n12[28],0,1,0,0,0,0,0,0,0,0,0
182,n12[29],0,1,0,0,0,0,0,0,0,0,0
183,n12[30],0,1,0,0,0,0,0,0,0,0,0
184,n12[31],0,1,0,0,0,0,0,0,0,0,0
185,n13[0],0,1,0,0,0,0,0,0,0,0,0
186,n13[1],0,1,0,0,0,0,0,0,0,0,0
187,n13[2],0,1,0,0,0,0,0,0,0,0,0
188,n13[3],0,1,0,0,0,0,0,0,0,0,0
189,n13[4],0,1,0,0,0,0,0,0,0,0,0
190,n13[5],0,1,0,0,0,0,0,0,0,0,0
191,n13[6],0,1,0,0,0,0,0,0,0,0,0
192,n13[7],0,1,0,0,0,0,0,0,0,0,0
193,n13[8],0,1,0,0,0,0,0,0,0,0,0
194,n13[9],0,1,0,0,0,0,0,0,0,0,0
195,n13[10],0,1,0,0,0,0,0,0,0,0,0
196,n13[11],0,1,0,0,0,0,0,0,0,0,0
197,n13[12],0,1,0,0,0,0,0,0,0,0,0
198,n13[13],0,1,0,0,0,0,0,0,0,0,0
199,n13[14],0,1,0,0,0,0,0,0,0,0,0
200,n13[15],0,1,0,0,0,0,0,0,0,0,0
201,n13[16],0,1,0,0,0,0,0,0,0,0,0
202,n13[17],0,1,0,0,0,0,0,0,0,0,0
203,n13[18],0,1,0,0,0,0,0,0,0,0,0
204,n13[19],0,1,0,0,0,0,0,0,0,0,0
205,n13[20],0,1,0,0,0,0,0,0,0,0,0
206,n13[21],0,1,0,0,0,0,0,0,0,0,0
207,n13[22],0,1,0,0,0,0,0,0,0,0,0
208,n13[23],0,1,0,0,0,0,0,0,0,0,0
209,n13[24],0,1,0,0,0,0,0,0,0,0,0
210,n13[25],0,1,0,0,0,0,0,0,0,0,0
211,n13[26],0,1,0,0,0,0,0,0,0,0,0
212,n13[27],0,1,0,0,0,0,0,0,0,0,0
213,n13[28],0,1,0,0,0,0,0,0,0,0,0
214,n13[29],0,1,0,0,0,0,0,0,0,0,0
215,n13[30],0,1,0,0,0,0,0,0,0,0,0
216,n13[31],0,1,0,0,0,0,0,0,0,0,0
217,n14[0],0,1,0,0,0,0,0,0,0,0,0
218,n14[1],0,1,0,0,0,0,0,0,0,0,0
219,n14[2],0,1,0,0,0,0,0,0,0,0,0
220,n14[3],0,1,0,0,0,0,0,0,0,0,0
221,n14[4],0,1,0,0,0,0,0,0,0,0,0
222,n14[5],0,1,0,0,0,0,0,0,0,0,0
223,n14[6],0,1,0,0,0,0,0,0,0,0,0
224,n14[7],0,1,0,0,0,0,0,0,0,0,0
225,n14[8],0,1,0,0,0,0,0,0,0,0,0
226,n14[9],0,1,0,0,0,0,0,0,0,0,0
227,n14[10],0,1,0,0,0,0,0,0,0,0,0
228,n14[11],0,1,0,0,0,0,0,0,0,0,0
229,n14[12],0,1,0,0,0,0,0,0,0,0,0
230,n14[13],0,1,0,0,0,0,0,0,0,0,0
231,n14[14],0,1,0,0,0,0,0,0,0,0,0
232,n14[15],0,1,0,0,0,0,0,0,0,0,0
233,n14[16],0,1,0,0,0,0,0,0,0,0,0
234,n14[17],0,1,0,0,0,0,0,0,0,0,0
235,n14[18],0,1,0,0,0,0,0,0,0,0,0
236,n14[19],0,1,0,0,0,0,0,0,0,0,0
237,n14[20],0,1,0,0,0,0,0,0,0,0,0
238,n14[21],0,1,0,0,0,0,0,0,0,0,0
239,n14[22],0,1,0,0,0,0,0,0,0,0,0
240,n14[23],0,1,0,0,0,0,0,0,0,0,0
241,n14[24],0,1,0,0,0,0,0,0,0,0,0
242,n14[25],0,1,0,0,0,0,0,0,0,0,0
243,n14[26],0,1,0,0,0,0,0,0,0,0,0
244,n14[27],0,1,0,0,0,0,0,0,0,0,0
245,n14[28],0,1,0,0,0,0,0,0,0,0,0
246,n14[29],0,1,0,0,0,0,0,0,0,0,0
247,n14[30],0,1,0,0,0,0,0,0,0,0,0
248,n14[31],0,1,0,0,0,0,0,0,0,0,0
249,n15[0],0,1,0,0,0,0,0,0,0,0,0
250,n15[1],0,1,0,0,0,0,0,0,0,0,0
251,n15[2],0,1,0,0,0,0,0,0,0,0,0
252,n15[3],0,1,0,0,0,0,0,0,0,0,0
253,n15[4],0,1,0,0,0,0,0,0,0,0,0
254,n15[5],0,1,0,0,0,0,0,0,0,0,0
255,n15[6],0,1,0,0,0,0,0,0,0,0,0
256,n15[7],0,1,0,0,0,0,0,0,0,0,0
257,n15[8],0,1,0,0,0,0,0,0,0,0,0
258,n15[9],0,1,0,0,0,0,0,0,0,0,0
259,n15[10],0,1,0,0,0,0,0,0,0,0,0
260,n15[11],0,1,0,0,0,0,0,0,0,0,0
261,n15[12],0,1,0,0,0,0,0,0,0,0,0
262,n15[13],0,1,0,0,0,0,0,0,0,0,0
263,n15[14],0,1,0,0,0,0,0,0,0,0,0
264,n15[15],0,1,0,0,0,0,0,0,0,0,0
265,n16[0],0,1,0,0,0,0,0,0,0,0,0
266,n16[1],0,1,0,0,0,0,0,0,0,0,0
267,n16[2],0,1,0,0,0,0,0,0,0,0,0
268,n16[3],0,1,0,0,0,0,0,0,0,0,0
269,n16[4],0,1,0,0,0,0,0,0,0,0,0
270,n16[5],0,1,0,0,0,0,0,0,0,0,0
271,n16[6],0,1,0,0,0,0,0,0,0,0,0
272,n16[7],0,1,0,0,0,0,0,0,0,0,0
273,n16[8],0,1,0,0,0,0,0,0,0,0,0
274,n16[9],0,1,0,0,0,0,0,0,0,0,0
275,n16[10],0,1,0,0,0,0,0,0,0,0,0
276,n16[11],0,1,0,0,0,0,0,0,0,0,0
277,n16[12],0,1,0,0,0,0,0,0,0,0,0
278,n16[13],0,1,0,0,0,0,0,0,0,0,0
279,n16[14],0,1,0,0,0,0,0,0,0,0,0
280,n16[15],0,1,0,0,0,0,0,0,0,0,0
281,n17[0],0,1,0,0,0,0,0,0,0,0,0
282,n17[1],0,1,0,0,0,0,0,0,0,0,0
283,n17[2],0,1,0,0,0,0,0,0,0,0,0
284,n17[3],0,1,0,0,0,0,0,0,0,0,0
285,n17[4],0,1,0,0,0,0,0,0,0,0,0
286,n17[5],0,1,0,0,0,0,0,0,0,0,0
287,n17[6],0,1,0,0,0,0,0,0,0,0,0
288,n17[7],0,1,0,0,0,0,0,0,0,0,0
289,g0,0,0,0,0,0,0,1,0,0,0,0
290,g1,0,0,0,0,0,0,1,0,0,0,0
291,g2,0,0,0,1,0,0,0,0,0,0,0
292,g3,0,0,0,0,0,0,1,0,0,0,0
293,g4,0,0,0,0,0,0,1,0,0,0,0
294,g5,0,0,0,1,0,0,0,0,0,0,0
295,g6,0,0,0,0,0,0,0,0,0,0,1
296,g7,0,0,0,0,0,0,1,0,0,0,0
297,g8,0,0,0,0,0,1,0,0,0,0,0
298,g9,0,0,0,0,0,0,1,0,0,0,0
299,g10,0,0,0,0,0,0,0,1,0,0,0
300,g11,0,0,0,0,0,1,0,0,0,0,0
301,g12,0,0,0,0,0,0,0,0,0,1,0
302,g13,0,0,0,0,0,1,0,0,0,0,0
303,g14,0,0,0,0,0,0,0,0,0,0,1
304,g15,0,0,0,0,0,0,0,0,0,0,1
305,g16,0,0,0,0,0,1,0,0,0,0,0
306,g17,0,0,0,0,0,0,0,0,0,0,1
307,g18,0,0,0,0,0,1,0,0,0,0,0
308,g19,0,0,0,0,0,1,0,0,0,0,0
309,g20,0,0,0,0,0,0,0,0,0,0,1
310,g21,0,0,0,0,0,0,0,0,0,1,0
311,g22,0,0,0,0,0,0,0,0,0,1,0
312,g23,0,0,0,1,0,0,0,0,0,0,0
313,g24,0,0,0,0,0,1,0,0,0,0,0
314,g25,0,0,0,0,0,0,1,0,0,0,0
315,g26,0,0,0,0,0,0,0,0,0,1,0
316,g27,0,0,0,0,0,0,1,0,0,0,0
317,g28,0,0,0,0,0,0,0,0,0,1,0
318,g29,0,0,0,0,0,0,1,0,0,0,0
319,g30,0,0,0,0,0,0,1,0,0,0,0
320,g31,0,0,0,0,0,0,1,0,0,0,0
321,g32,0,0,0,0,0,0,0,0,0,1,0
322,g33,0,0,0,1,0,0,0,0,0,0,0
323,g34,0,0,0,1,0,0,0,0,0,0,0
324,g35,0,0,0,0,0,0,0,0,0,1,0
325,g36,0,0,0,0,0,0,1,0,0,0,0
326,g37,0,0,0,0,0,1,0,0,0,0,0
327,g38,0,0,0,0,0,0,0,0,0,0,1
328,g39,0,0,0,0,0,0,1,0,0,0,0
329,g40,0,0,0,0,0,1,0,0,0,0,0
330,g41,0,0,0,0,0,1,0,0,0,0,0
331,g42,0,0,0,0,0,0,0,0,0,0,1
332,g43,0,0,0,0,0,1,0,0,0,0,0
333,g44,0,0,0,0,0,0,0,0,0,0,1
334,g45,0,0,0,0,0,1,0,0,0,0,0
335,g46,0,0,0,0,0,1,0,0,0,0,0
336,g47,0,0,0,1,0,0,0,0,0,0,0
337,g48,0,0,0,0,0,1,0,0,0,0,0
338,g49,0,0,0,0,0,1,0,0,0,0,0
339,g50,0,0,0,1,0,0,0,0,0,0,0
340,g51,0,0,0,1,0,0,0,0,0,0,0
341,g52,0,0,0,1,0,0,0,0,0,0,0
342,g53,0,0,0,0,0,1,0,0,0,0,0
343,g54,0,0,0,0,0,0,1,0,0,0,0
344,g55,0,0,0,0,0,0,1,0,0,0,0
345,g56,0,0,0,0,0,0,0,0,0,1,0
346,g57,0,0,0,0,0,1,0,0,0,0,0
347,g58,0,0,0,0,0,1,0,0,0,0,0
348,g59,0,0,0,0,0,1,0,0,0,0,0
349,g60,0,0,0,0,0,0,1,0,0,0,0
350,g61,0,0,0,0,0,1,0,0,0,0,0
351,g62,0,0,0,0,0,1,0,0,0,0,0
352,g63,0,0,0,0,0,0,0,0,0,0,1
353,g64,0,0,0,0,0,0,1,0,0,0,0
354,g65,0,0,0,0,0,1,0,0,0,0,0
355,g66,0,0,0,0,0,0,1,0,0,0,0
356,g67,0,0,0,1,0,0,0,0,0,0,0
357,g68,0,0,0,0,0,1,0,0,0,0,0
358,g69,0,0,0,0,0,0,0,0,0,1,0
359,g70,0,0,0,0,0,1,0,0,0,0,0
360,g71,0,0,0,0,0,0,0,0,0,0,1
361,g72,0,0,0,0,0,0,1,0,0,0,0
362,g73,0,0,0,0,0,0,0,0,0,0,1
363,g74,0,0,0,0,0,0,0,0,0,0,1
364,g75,0,0,0,0,0,0,1,0,0,0,0
365,g76,0,0,0,1,0,0,0,0,0,0,0
366,g77,0,0,0,0,0,0,0,0,0,0,1
367,g78,0,0,0,0,0,1,0,0,0,0,0
368,g79,0,0,0,0,0,0,0,0,0,0,1
369,g80,0,0,0,0,0,1,0,0,0,0,0
370,g81,0,0,0,0,0,0,1,0,0,0,0
371,g82,0,0,0,0,0,0,0,0,0,1,0
372,g83,0,0,0,0,0,0,0,0,0,1,0
373,g84,0,0,0,1,0,0,0,0,0,0,0
374,g85,0,0,0,0,0,0,0,0,0,0,1
375,g86,0,0,0,0,0,0,1,0,0,0,0
376,g87,0,0,0,1,0,0,0,0,0,0,0
377,g88,0,0,0,1,0,0,0,0,0,0,0
378,g89,0,0,0,0,0,1,0,0,0,0,0
379,g90,0,0,0,0,0,1,0,0,0,0,0
380,g91,0,0,0,0,0,0,1,0,0,0,0
381,g92,0,0,0,0,0,0,0,0,0,0,1
382,g93,0,0,0,0,0,0,0,0,0,0,1
383,g94,0,0,0,0,0,0,1,0,0,0,0
384,g95,0,0,0,0,0,1,0,0,0,0,0
385,g96,0,0,0,0,0,1,0,0,0,0,0
386,g97,0,0,0,0,0,1,0,0,0,0,0
387,g98,0,0,0,1,0,0,0,0,0,0,0
388,g99,0,0,0,0,0,0,0,0,0,0,1
389,g100,0,0,0,1,0,0,0,0,0,0,0
390,g101,0,0,0,0,0,1,0,0,0,0,0
391,g102,0,0,0,0,0,0,0,0,0,0,1
392,g103,0,0,0,0,0,0,0,0,0,0,1
393,g104,0,0,0,0,0,1,0,0,0,0,0
394,g105,0,0,0,0,0,0,1,0,0,0,0
395,g106,0,0,0,1,0,0,0,0,0,0,0
396,g107,0,0,0,0,0,0,1,0,0,0,0
397,g108,0,0,0,0,0,1,0,0,0,0,0
398,g109,0,0,0,0,0,0,1,0,0,0,0
399,g110,0,0,0,0,0,0,0,1,0,0,0
400,g111,0,0,0,0,0,1,0,0,0,0,0
401,g112,0,0,0,0,0,0,0,0,0,0,1
402,g113,0,0,0,1,0,0,0,0,0,0,0
403,g114,0,0,0,0,0,0,1,0,0,0,0
404,g115,0,0,0,0,0,0,0,0,0,0,1
405,g116,0,0,0,1,0,0,0,0,0,0,0
406,g117,0,0,0,0,0,0,0,0,0,0,1
407,g118,0,0,0,1,0,0,0,0,0,0,0
408,g119,0,0,0,0,0,0,1,0,0,0,0
409,g120,0,0,0,0,0,0,0,0,0,0,1
410,g121,0,0,0,0,0,1,0,0,0,0,0
411,g122,0,0,0,0,0,0,0,0,0,0,1
412,g123,0,0,0,0,0,0,1,0,0,0,0
413,g124,0,0,0,1,0,0,0,0,0,0,0
414,g125,0,0,0,0,0,0,1,0,0,0,0
415,g126,0,0,0,0,0,0,0,0,0,1,0
416,g127,0,0,0,0,0,1,0,0,0,0,0
417,g128,0,0,0,0,0,1,0,0,0,0,0
418,g129,0,0,0,0,0,0,1,0,0,0,0
419,g130,0,0,0,1,0,0,0,0,0,0,0
420,g131,0,0,0,0,0,0,0,0,0,0,1
421,g132,0,0,0,0,0,0,1,0,0,0,0
422,g133,0,0,0,0,0,0,1,0,0,0,0
423,g134,0,0,0,0,0,0,1,0,0,0,0
424,g135,0,0,0,0,0,0,1,0,0,0,0
425,g136,0,0,0,0,0,0,0,0,0,0,1
426,g137,0,0,0,0,0,0,0,0,0,0,1
427,g138,0,0,0,0,0,1,0,0,0,0,0
428,g139,0,0,0,1,0,0,0,0,0,0,0
429,g140,0,0,0,0,0,1,0,0,0,0,0
430,g141,0,0,0,0,0,0,0,1,0,0,0
431,g142,0,0,0,0,0,1,0,0,0,0,0
432,g143,0,0,0,0,0,0,0,0,0,0,1
433,g144,0,0,0,0,0,0,1,0,0,0,0
434,g145,0,0,0,0,0,0,1,0,0,0,0
435,g146,0,0,0,0,0,1,0,0,0,0,0
436,g147,0,0,0,0,0,0,0,0,0,0,1
437,g148,0,0,0,0,0,1,0,0,0,0,0
438,g149,0,0,0,0,0,0,0,0,0,0,1
439,g150,0,0,0,0,0,0,0,0,0,0,1
440,g151,0,0,0,0,0,0,0,1,0,0,0
441,g152,0,0,0,0,0,1,0,0,0,0,0
442,g153,0,0,0,0,0,0,0,0,0,0,1
443,g154,0,0,0,0,0,0,0,0,0,1,0
444,g155,0,0,0,1,0,0,0,0,0,0,0
445,g156,0,0,0,1,0,0,0,0,0,0,0
446,g157,0,0,0,0,0,1,0,0,0,0,0
447,g158,0,0,0,0,0,1,0,0,0,0,0
448,g159,0,0,0,0,0,0,0,0,0,0,1
449,g160,0,0,0,1,0,0,0,0,0,0,0
450,g161,0,0,0,0,0,0,0,0,0,0,1
451,g162,0,0,0,0,0,0,0,0,0,0,1
452,g163,0,0,0,0,0,0,1,0,0,0,0
453,g164,0,0,0,0,0,1,0,0,0,0,0
454,g165,0,0,0,0,0,0,1,0,0,0,0
455,g166,0,0,0,0,0,1,0,0,0,0,0
456,g167,0,0,0,0,0,1,0,0,0,0,0
457,g168,0,0,0,0,0,0,0,0,0,0,1
458,g169,0,0,0,0,0,0,0,0,0,0,1
459,g170,0,0,0,0,0,1,0,0,0,0,0
460,g171,0,0,0,1,0,0,0,0,0,0,0
461,g172,0,0,0,0,0,0,1,0,0,0,0
462,g173,0,0,0,0,0,1,0,0,0,0,0
463,g174,0,0,0,0,0,1,0,0,0,0,0
464,g175,0,0,0,1,0,0,0,0,0,0,0
465,g176,0,0,0,0,0,1,0,0,0,0,0
466,g177,0,0,0,1,0,0,0,0,0,0,0
467,g178,0,0,0,0,0,0,0,0,0,0,1
468,g179,0,0,0,0,0,0,0,0,0,0,1
469,g180,0,0,0,0,0,0,0,0,0,0,1
470,g181,0,0,0,1,0,0,0,0,0,0,0
471,g182,0,0,0,0,0,1,0,0,0,0,0
472,g183,0,0,0,0,0,0,1,0,0,0,0
473,g184,0,0,0,0,0,0,1,0,0,0,0
474,g185,0,0,0,0,0,0,1,0,0,0,0
475,g186,0,0,0,0,0,0,1,0,0,0,0
476,g187,0,0,0,0,0,0,0,0,0,1,0
477,g188,0,0,0,1,0,0,0,0,0,0,0
478,g189,0,0,0,0,0,0,1,0,0,0,0
479,g190,0,0,0,0,0,1,0,0,0,0,0
480,g191,0,0,0,0,0,0,0,0,0,1,0
481,g192,0,0,0,0,0,0,1,0,0,0,0
482,g193,0,0,0,0,0,0,0,0,0,0,1
483,g194,0,0,0,1,0,0,0,0,0,0,0
484,g195,0,0,0,0,0,1,0,0,0,0,0
485,g196,0,0,0,0,0,0,0,0,0,0,1
486,g197,0,0,0,0,0,1,0,0,0,0,0
487,g198,0,0,0,0,0,1,0,0,0,0,0
488,g199,0,0,0,0,0,1,0,0,0,0,0
489,g200,0,0,0,1,0,0,0,0,0,0,0
490,g201,0,0,0,0,0,1,0,0,0,0,0
491,g202,0,0,0,0,0,0,0,0,0,1,0
492,g203,0,0,0,0,0,0,1,0,0,0,0
