id,name,LGFi,FFi,FFo,Pi,Po,Trojan_gate
124,g70,4,1,3,4,13,0
125,g71,4,6,3,3,12,0
126,g72,2,8,3,4,14,0
127,g73,6,0,0,1,7,1
128,g74,2,5,2,3,21,0
129,g75,2,3,4,5,9,0
130,g76,4,13,2,3,9,0
131,g77,2,1,-1,1,7,0
132,g78,6,3,1,2,21,0
133,g79,3,12,0,1,8,0
134,g80,4,2,0,1,5,1
135,g81,4,1,1,2,16,0
136,g82,4,2,0,1,5,1
137,g83,4,1,1,2,11,0
138,g84,6,-1,1,2,1,0
139,g85,3,0,2,2,3,0
140,g86,4,9,1,2,5,0
141,g87,3,4,0,1,23,0
142,g88,2,0,2,2,8,0
143,g89,2,2,2,3,8,0
144,g90,3,0,4,3,27,0
145,g91,6,3,1,2,27,0
146,g92,4,2,2,3,29,0
147,g93,2,0,2,2,9,0
148,g94,6,-1,1,2,1,0
149,g95,4,2,2,3,20,0
150,g96,4,4,2,3,7,0
151,g97,2,6,3,4,18,0
152,g98,4,4,1,2,26,0
153,g99,4,-1,2,3,3,0
154,g100,4,4,1,2,22,0
155,g101,6,3,1,2,6,0
156,g102,6,0,1,2,6,1
157,g103,2,1,3,4,26,0
158,g104,6,3,1,2,21,0
159,g105,6,0,1,2,6,1
160,g106,8,-1,1,2,4,0
161,g107,2,4,3,4,28,0
162,g108,3,0,4,3,24,0
163,g109,6,5,1,2,11,0
164,g110,4,2,2,3,12,0
165,g111,2,0,2,2,15,0
166,g112,6,3,1,2,30,0
167,g113,2,5,2,3,18,0
168,g114,3,-1,0,1,2,0
169,g115,2,3,2,3,6,0
170,g116,3,4,0,1,21,0
171,g117,6,-1,1,2,1,0
172,g118,3,0,4,3,18,0
173,g119,6,0,1,2,6,1
174,g120,8,8,1,2,14,0
175,g121,3,0,3,3,19,0
176,g122,2,2,4,5,14,0
177,g123,8,18,1,2,14,0
178,g124,3,7,3,4,13,0
179,g125,4,6,1,2,22,0
180,g126,2,4,3,4,27,0
181,g127,4,2,2,3,24,0
182,g128,2,6,2,3,12,0
183,g129,2,5,2,3,20,0
184,g130,6,0,0,1,7,1
185,g131,4,2,0,1,5,1
186,g132,2,1,-1,1,7,0
187,g133,4,1,1,2,14,0
188,g134,2,5,2,3,17,0
189,g135,4,1,1,2,16,0
190,g136,6,1,1,2,4,0
191,g137,6,-1,1,2,1,0
192,g138,3,0,4,2,6,0
193,g139,2,3,3,4,19,0
194,g140,1,0,-1,1,6,1
195,g141,4,2,0,1,5,1
196,g142,2,0,2,2,15,0
197,g143,4,3,1,2,15,0
198,g144,6,0,0,1,7,1
199,g145,5,8,1,2,4,0
200,g146,6,-1,1,2,1,0
201,g147,2,3,2,3,25,0
202,g148,2,6,3,4,21,0
203,g149,3,2,0,1,6,0
204,g150,4,9,2,3,5,0
205,g151,8,1,1,2,9,1
206,g152,4,6,1,2,21,0
207,g153,6,-1,1,2,1,0
208,g154,4,1,1,2,13,0
209,g155,3,0,4,3,21,0
210,g156,2,1,3,4,25,0
211,g157,3,2,2,3,14,0
212,g158,2,3,2,3,16,0
213,g159,4,6,1,2,22,0
214,g160,4,3,1,2,16,0
215,g161,4,2,2,3,10,0
216,g162,2,1,-1,1,7,0
217,g163,4,4,1,2,28,0
218,g164,4,3,1,2,19,0
219,g165,3,-1,0,1,2,0
220,g166,6,1,1,2,4,0
221,g167,2,0,2,2,7,0
222,g168,5,11,1,2,7,0
223,g169,2,3,2,3,22,0
224,g170,3,-1,0,1,2,0
225,g171,6,0,0,1,7,1
226,g172,6,1,1,2,4,0
227,g173,2,5,4,5,11,0
228,g174,4,4,1,2,23,0
229,g175,3,4,0,1,15,0
230,g176,6,0,1,2,6,1
231,g177,6,4,1,2,17,0
232,g178,6,0,1,2,6,1
233,g179,6,3,1,2,13,0
234,g180,2,3,2,3,30,0
235,g181,6,3,1,2,11,0
236,g182,6,1,1,2,8,0
237,g183,3,0,4,3,27,0
238,g184,6,5,1,2,17,0
239,g185,4,0,0,1,7,1
240,g186,2,1,3,4,19,0
241,g187,3,4,0,1,7,0
242,g188,4,2,2,3,24,0
243,g189,4,1,1,2,14,0
244,g190,6,0,0,1,7,1
245,g191,6,17,1,2,23,0
246,g192,2,2,4,5,14,0
247,g193,2,3,3,4,15,0
248,g194,2,4,3,4,25,0
249,g195,5,7,1,2,13,0
250,g196,4,4,1,2,28,0
251,g197,2,1,3,4,28,0
252,g198,2,3,3,4,15,0
253,g199,6,0,0,1,7,1
254,g200,3,2,0,1,6,0
255,g201,6,0,1,2,6,1
256,g202,1,1,-1,1,7,0
257,g203,4,2,2,3,26,0
258,g204,3,0,4,2,10,0
259,g205,6,-1,1,2,1,0
260,g206,6,3,1,2,30,0
261,g207,8,3,1,2,9,0
262,g208,2,1,-1,1,7,0
263,g209,3,4,0,1,26,0
264,g210,4,1,1,2,17,0
265,g211,4,1,3,4,17,0
266,g212,3,-1,0,1,2,0
267,g213,3,2,0,1,14,0
268,g214,4,2,0,1,5,1
269,g215,6,1,1,2,4,0
270,g216,3,2,2,3,8,0
271,g217,6,5,1,2,21,0
272,g218,3,2,0,1,15,0
273,g219,2,5,2,3,17,0
274,g220,4,4,1,2,22,0
275,g221,4,3,3,4,9,0
276,g222,2,3,3,4,19,0
277,g223,2,0,2,2,15,0
278,g224,2,1,-1,1,7,0
279,g225,3,4,0,1,14,0
280,g226,3,2,2,3,18,0
281,g227,6,1,1,2,4,0
282,g228,3,7,2,2,13,0
283,g229,8,3,1,2,9,0
284,g230,6,1,1,2,4,0
285,g231,4,2,0,1,5,1
286,g232,4,2,2,3,29,0
287,g233,2,0,2,2,9,0
288,g234,3,-1,0,1,2,0
289,g235,8,19,1,2,25,0
290,g236,6,0,0,1,7,1
291,g237,2,0,2,2,10,0
292,g238,2,3,2,3,21,0
293,g239,5,7,1,2,10,0
294,g240,3,-1,0,1,2,0
295,g241,3,2,0,1,15,0
296,g242,2,1,3,4,23,0
297,g243,2,1,3,4,23,0
298,g244,2,1,3,4,19,0
299,g245,3,2,2,3,15,0
300,g246,3,0,4,3,25,0
301,g247,2,0,2,2,16,0
302,g248,6,3,1,2,27,0
303,g249,4,2,0,1,5,1
304,g250,6,0,0,1,7,1
305,g251,3,0,4,2,16,0
306,g252,4,2,0,1,5,1
307,g253,6,1,0,1,7,1
308,g254,3,0,2,2,3,0
309,g255,6,16,1,2,22,0
310,g256,3,5,2,3,8,0
311,g257,6,15,1,2,11,0
312,g258,4,4,1,2,31,0
313,g259,6,0,1,2,6,1
314,g260,2,6,3,4,19,0
315,g261,2,10,3,4,16,0
316,g262,3,0,2,2,3,0
317,g263,1,1,-1,1,7,0
318,g264,4,1,3,4,11,0
319,g265,4,6,1,2,18,0
320,g266,4,10,2,3,6,0
321,g267,3,0,4,3,22,0
322,g268,6,0,1,2,6,1
323,g269,2,4,3,4,29,0
324,g270,6,14,1,2,20,0
325,g271,2,0,2,2,16,0
326,g272,3,-1,0,1,2,0
327,g273,6,-1,1,2,1,0
328,g274,3,0,2,2,3,0
329,g275,4,1,1,2,10,0
330,g276,3,-1,0,1,2,0
331,g277,2,0,-1,2,6,0
332,g278,4,2,2,3,20,0
333,g279,6,0,0,1,7,1
334,g280,4,3,1,2,19,0
335,g281,2,0,2,2,16,0
336,g282,3,4,0,1,17,0
337,g283,1,1,-1,1,4,0
338,g284,6,-1,1,2,1,0
339,g285,2,3,3,4,7,0
340,g286,3,-1,0,1,2,0
341,g287,2,7,2,3,13,0
342,g288,2,1,3,4,28,0
343,g289,2,0,2,2,6,0
344,g290,6,2,1,2,21,0
345,g291,4,1,1,2,13,0
346,g292,3,-1,0,1,2,0
347,g293,3,0,2,2,3,0
348,g294,2,4,3,4,22,0
349,g295,6,8,1,2,14,0
350,g296,6,0,1,2,6,1
351,g297,2,1,-1,1,7,0
352,g298,2,0,-1,2,6,0
353,g299,2,3,2,3,25,0
354,g300,4,1,1,2,7,0
355,g301,6,1,1,2,4,0
356,g302,4,8,1,2,11,0
357,g303,6,5,1,2,17,0
358,g304,2,4,3,4,31,0
359,g305,3,-1,0,1,2,0
360,g306,3,4,0,1,23,0
361,g307,4,1,3,4,13,0
362,g308,2,5,2,3,17,0
363,g309,2,1,3,4,25,0
364,g310,6,0,1,2,6,1
365,g311,3,2,0,1,5,0
366,g312,2,1,-1,1,7,0
367,g313,4,1,1,2,10,0
368,g314,3,-1,0,1,2,0
369,g315,3,7,2,3,10,0
370,g316,4,1,3,4,9,0
371,g317,5,7,1,2,10,0
372,g318,4,1,1,2,11,0
373,g319,2,4,3,4,26,0
374,g320,2,3,2,3,28,0
375,g321,8,-1,1,2,5,0
376,g322,3,4,0,1,11,0
377,g323,4,2,0,1,5,1
378,g324,4,4,2,3,19,0
379,g325,6,-1,1,2,1,0
380,g326,4,4,1,2,22,0
381,g327,4,2,2,3,27,0
382,g328,4,2,2,3,5,0
383,g329,4,9,2,3,15,0
384,g330,3,0,2,2,3,0
385,g331,3,4,0,1,21,0
386,g332,4,17,1,2,13,0
387,g333,4,13,2,3,19,0
388,g334,4,4,1,2,26,0
389,g335,2,4,3,4,23,0
390,g336,3,8,2,3,4,0
391,g337,3,0,4,3,27,0
392,g338,2,1,-1,1,7,0
393,g339,3,4,0,1,5,0
394,g340,6,1,1,2,4,0
395,g341,6,0,1,2,6,1
396,g342,2,3,2,3,27,0
397,g343,3,2,0,1,8,0
398,g344,2,1,-1,2,8,0
399,g345,4,2,0,1,5,1
400,g346,2,12,3,4,8,0
401,g347,4,1,1,2,8,0
402,g348,6,-1,1,2,4,0
403,g349,2,4,3,4,22,0
404,g350,2,0,2,2,7,0
405,g351,3,0,4,2,12,0
406,g352,2,2,2,3,12,0
407,g353,6,14,1,2,10,0
408,g354,3,2,2,3,17,0
409,g355,4,3,1,2,9,0
410,g356,6,1,1,2,4,0
411,g357,3,4,0,1,15,0
412,g358,4,8,1,2,14,0
413,g359,3,3,0,1,18,0
414,g360,2,3,3,4,18,0
415,g361,3,4,0,1,26,0
416,g362,6,1,1,2,4,0
417,g363,4,4,1,2,28,0
418,g364,6,1,1,2,4,0
419,g365,6,11,1,2,17,0
420,g366,2,0,2,2,9,0
421,g367,8,3,1,2,25,0
422,g368,4,2,2,3,20,0
423,g369,3,2,0,1,14,0
424,g370,6,0,1,2,6,1
425,g371,3,2,0,1,6,0
426,g372,6,0,1,2,6,1
427,g373,2,4,2,3,14,0
428,g374,3,2,2,3,14,0
429,g375,3,0,2,2,3,0
430,g376,2,3,2,3,27,0
431,g377,4,0,2,3,8,1
432,g378,4,4,1,2,29,0
433,g379,3,0,4,2,15,0
434,g380,4,4,4,5,10,0
435,g381,6,0,1,2,7,0
436,g382,3,4,0,1,17,0
437,g383,6,3,1,2,30,0
438,g384,6,0,0,1,7,1
439,g385,6,1,1,2,4,0
440,g386,4,2,0,1,5,1
441,g387,6,3,1,2,27,0
442,g388,3,2,0,1,15,0
443,g389,4,7,1,2,13,0
444,g390,4,1,3,4,14,0
445,g391,4,2,2,3,29,0
446,g392,6,1,1,2,4,0
447,g393,4,11,1,2,7,0
448,g394,4,3,1,2,9,0
449,g395,4,2,0,1,5,1
450,g396,6,-1,1,2,1,0
451,g397,2,3,2,3,21,0
452,g398,3,0,4,2,12,0
453,g399,3,6,2,3,12,0
454,g400,3,4,0,1,9,0
455,g401,4,4,1,2,26,0
456,g402,2,1,-1,1,7,0
457,g403,6,5,1,2,17,0
458,g404,4,4,2,3,16,0
459,g405,3,0,4,2,13,0
460,g406,6,0,0,1,7,1
461,g407,5,10,1,2,6,0
462,g408,4,4,2,3,20,0
463,g409,2,2,3,4,15,0
464,g410,3,0,4,3,18,0
465,g411,3,2,0,1,15,0
466,g412,2,3,2,3,26,0
467,g413,6,1,1,2,4,0
468,g414,3,0,2,2,3,0
469,g415,3,4,0,1,26,0
470,g416,3,2,2,3,18,0
471,g417,4,1,1,2,8,0
472,g418,3,0,2,2,3,0
473,g419,8,10,1,2,16,0
474,g420,2,3,2,3,28,0
475,g421,2,1,-1,1,7,0
476,g422,4,1,3,4,13,0
477,g423,8,5,1,2,21,0
478,g424,4,6,2,3,9,0
479,g425,3,0,4,2,16,0
480,g426,3,4,0,1,17,0
481,g427,6,5,1,2,20,0
482,g428,6,0,1,2,6,1
483,g429,3,2,0,1,5,0
484,g430,6,5,1,2,8,0
485,g431,4,3,1,2,9,0
486,g432,4,6,1,2,18,0
487,g433,2,1,-1,1,7,0
488,g434,4,18,2,3,24,0
489,g435,3,-1,0,1,2,0
490,g436,4,6,2,3,12,0
491,g437,3,0,2,2,3,0
492,g438,3,16,2,3,12,0
493,g439,2,2,2,3,10,0
494,g440,2,1,-1,1,7,0
495,g441,4,4,1,2,27,0
496,g442,2,1,2,3,20,0
497,g443,6,3,1,2,30,0
498,g444,4,4,1,2,25,0
499,g445,3,2,0,1,8,0
500,g446,3,4,0,1,11,0
501,g447,2,1,3,4,28,0
502,g448,3,0,2,2,3,0
503,g449,2,2,4,5,18,0
504,g450,6,3,1,2,25,0
505,g451,3,0,2,2,3,0
506,g452,4,13,1,2,19,0
507,g453,4,1,3,4,17,0
508,g454,4,12,1,2,8,0
509,g455,3,0,4,3,22,0
510,g456,2,2,4,5,18,0
511,g457,2,3,2,3,21,0
512,g458,3,1,0,1,6,0
513,g459,6,-1,1,2,1,0
514,g460,3,0,2,2,3,0
515,g461,3,0,2,2,3,0
516,g462,4,6,2,3,12,0
517,g463,3,0,4,3,24,0
518,g464,2,0,2,2,15,0
519,g465,4,9,1,2,5,0
520,g466,6,3,1,2,21,0
521,g467,2,2,4,5,17,0
522,g468,6,3,1,2,28,0
523,g469,3,2,0,1,9,0
524,g470,6,17,1,2,13,0
525,g471,3,-1,0,1,2,0
526,g472,5,7,1,2,13,0
527,g473,2,1,3,4,25,0
528,g474,8,19,1,2,25,0
529,g475,4,4,1,2,29,0
530,g476,4,6,1,2,19,0
531,g477,2,1,3,4,19,0
532,g478,3,4,0,1,26,0
533,g479,3,9,0,1,15,0
534,g480,4,2,0,1,5,1
535,g481,4,7,2,3,13,0
536,g482,4,2,0,1,5,1
537,g483,2,4,2,3,12,0
538,g484,8,14,1,2,10,0
539,g485,6,-1,1,2,1,0
540,g486,4,4,2,3,16,0
541,g487,2,1,-1,1,7,0
542,g488,4,1,1,2,10,0
543,g489,3,4,0,1,11,0
544,g490,2,3,3,4,15,0
545,g491,2,6,3,4,18,0
546,g492,4,7,2,3,3,0
547,g493,6,10,1,2,16,0
548,g494,3,2,0,1,14,0
549,g495,4,1,3,4,7,0
550,g496,8,16,1,2,22,0
551,g497,4,5,3,4,11,0
552,g498,5,11,1,2,7,0
553,g499,6,-1,1,2,1,0
554,g500,3,2,0,1,15,0
555,g501,3,0,2,2,3,0
556,g502,3,0,2,2,3,0
