n1615 g1935
n169 g1315
n1513 g1313
n171 g1312
n172 g1311
n173 g1310
n1514 g1309
n174 g1308
n175 g1307
n176 g1306
n177 g1304
n178 g1303
n179 g1302
n180 g1300
n85 g1416
n181 g1299
n182 g1298
n1447 g1635
n1517 g1297
n183 g1296
n184 g1295
n185 g1294
n1518 g1293
n186 g1292
n188 g1290
n96 g1405
n1519 g1289
n189 g1288
n89 g1412
n190 g1287
n98 g1403
n191 g1286
n1463 g1586
n1520 g1285
n193 g1283
n194 g1282
n1521 g1281
n196 g1279
n197 g1278
n1522 g1277
n1523 g1273
n201 g1272
n202 g1271
n203 g1270
n205 g1267
n206 g1266
n207 g1264
n208 g1263
n209 g1262
n210 g1260
n211 g1259
n212 g1258
n1527 g1257
n213 g1256
n214 g1255
n215 g1254
n1528 g1253
n216 g1252
n1711 g1859
n217 g1251
n1529 g1249
n219 g1248
n220 g1247
n221 g1246
n1530 g1245
n222 g1244
n223 g1243
n1531 g1241
n226 g1239
n228 g1236
n229 g1235
n230 g1234
n1533 g1233
n231 g1232
n233 g1230
n1534 g1229
n234 g1228
n235 g1227
n1535 g1225
n238 g1223
n239 g1222
n1536 g1221
n241 g1219
n399 g1632
n242 g1218
n243 g1216
n244 g1215
n245 g1214
n1538 g1213
n246 g1212
n247 g1211
n1539 g1209
n249 g1208
n251 g1206
n49 g1452
n1540 g1205
n252 g1204
n1541 g1201
n255 g1200
n257 g1198
n1542 g1197
n258 g1196
n259 g1195
n260 g1194
n1543 g1193
n261 g1192
n262 g1191
n1544 g1189
n379 g1661
n264 g1188
n265 g1187
n266 g1186
n267 g1184
n1546 g1181
n270 g1180
n218 g1250
n271 g1179
n272 g1178
n1547 g1177
n274 g1175
n349 g1696
n1548 g1173
n276 g1172
n277 g1171
n1549 g1169
n280 g1167
n281 g1166
n1550 g1165
n282 g1164
n283 g1163
n284 g1162
n285 g1160
n286 g1159
n1552 g1157
n1708 g1847
n288 g1156
n289 g1155
n290 g1154
n1476 g1547
n1553 g1153
n440 g1570
n291 g1152
n292 g1151
n293 g1150
n1554 g1149
n294 g1148
n295 g1147
n296 g1146
n1555 g1145
n297 g1144
n298 g1143
n1693 g1756
n299 g1142
n1556 g1141
n301 g1139
n302 g1138
n304 g1135
n1558 g1134
n1559 g1133
n496 g1132
n497 g1131
n237 g1224
n498 g1130
n499 g1129
n500 g1128
n501 g1127
n1551 g1161
n502 g1126
n503 g1125
n504 g1124
n506 g1122
n507 g1121
n509 g1119
n510 g1118
n512 g1116
n513 g1115
n514 g1114
n515 g1113
n1460 g1595
n517 g1111
n518 g1110
n1432 g1702
n519 g1109
n521 g1107
n522 g1106
n523 g1105
n165 g1320
n524 g1104
n525 g1103
n526 g1102
n305 g1742
n527 g1101
n528 g1100
n529 g1099
n530 g1098
n531 g1097
n533 g1095
n534 g1094
n535 g1093
n536 g1092
n538 g1090
n539 g1089
n540 g1088
n541 g1087
n542 g1086
n1646 g1827
n544 g1084
n545 g1083
n546 g1082
n547 g1081
n548 g1080
n549 g1079
n550 g1078
n551 g1077
n1450 g1625
n1475 g1550
n553 g1075
n554 g1074
n420 g1600
n555 g1073
n557 g1071
n558 g1070
n1515 g1305
n559 g1069
n1599 g1857
n560 g1068
n562 g1066
n563 g1065
n564 g1064
n565 g1063
n566 g1062
n568 g1060
n569 g1059
n570 g1058
n129 g1372
n571 g1057
n1611 g1841
n572 g1056
n573 g1055
n575 g1053
n336 g1711
n1524 g1269
n576 g1052
n578 g1050
n579 g1049
n580 g1048
n582 g1046
n1614 g1837
n278 g1170
n583 g1045
n584 g1044
n585 g1043
n586 g1042
n587 g1041
n588 g1040
n590 g1038
n591 g1037
n592 g1036
n593 g1035
n594 g1034
n595 g1033
n597 g1031
n599 g1029
n600 g1028
n602 g1026
n605 g1023
n608 g1020
n609 g1019
n1685 g1786
n610 g1018
n1567 g1897
n24 g1477
n611 g1017
n505 g1123
n612 g1016
n613 g1015
n324 g1722
n614 g1014
n615 g1013
n616 g1012
n617 g1011
n618 g1010
n1634 g1912
n619 g1009
n620 g1008
n621 g1007
n622 g1006
n623 g1005
n74 g1427
n624 g1004
n626 g1002
n1589 g1870
n628 g1000
n204 g1268
n629 g999
n630 g998
n631 g997
n633 g995
n634 g994
n635 g993
n636 g992
n637 g991
n638 g990
n640 g988
n641 g987
n394 g1639
n642 g986
n643 g985
n644 g984
n170 g1314
n645 g983
n646 g982
n116 g1384
n649 g979
n651 g977
n652 g976
n57 g1444
n77 g1424
n653 g975
n654 g974
n655 g973
n656 g972
n1492 g1499
n658 g970
n659 g969
n660 g968
n661 g967
n662 g966
n663 g965
n361 g1682
n664 g964
n1443 g1647
n665 g963
n666 g962
n668 g960
n552 g1076
n669 g959
n670 g958
n671 g957
n672 g956
n673 g955
n674 g954
n675 g953
n676 g952
n677 g951
n678 g950
n679 g949
n680 g948
n198 g1276
n681 g947
n682 g946
n683 g945
n684 g944
n685 g943
n686 g942
n687 g941
n688 g940
n690 g938
n227 g1238
n691 g937
n692 g936
n693 g935
n694 g934
n695 g933
n696 g932
n697 g931
n698 g930
n240 g1220
n699 g929
n607 g1021
n700 g928
n701 g927
n703 g925
n704 g924
n705 g923
n706 g922
n707 g921
n708 g920
n709 g919
n710 g918
n711 g917
n712 g916
n713 g915
n714 g914
n715 g913
n716 g912
n717 g911
n718 g910
n719 g909
n720 g908
n721 g907
n723 g905
n724 g904
n725 g903
n729 g899
n732 g896
n581 g1047
n733 g895
n734 g894
n735 g893
n1655 g1818
n736 g892
n737 g891
n738 g890
n739 g889
n740 g888
n741 g887
n742 g886
n743 g885
n1573 g1891
n7[4] g1762
n744 g884
n746 g882
n1636 g1910
n511 g1117
n747 g881
n751 g877
n752 g876
n1495 g1493
n753 g875
n754 g874
n757 g871
n758 g870
n759 g869
n760 g868
n761 g867
n763 g865
n38 g1463
n764 g864
n765 g863
n766 g862
n396 g1636
n767 g861
n768 g860
n770 g858
n532 g1096
n771 g857
n774 g854
n775 g853
n776 g852
n777 g851
n778 g850
n779 g849
n780 g848
n722 g906
n781 g847
n784 g844
n785 g843
n786 g842
n772 g856
n787 g841
n789 g840
n788 g839
n790 g838
n791 g837
n792 g836
n471 g1524
n794 g835
n795 g834
n797 g833
n796 g831
n800 g830
n799 g828
n801 g827
n1709 g1851
n254 g1202
n782 g846
n494 g826
n829 g825
n830 g824
n804 g823
n806 g822
n807 g821
n808 g820
n810 g818
n811 g817
n812 g816
n813 g815
n360 g1690
n814 g814
n816 g812
n817 g811
n818 g810
n819 g809
n820 g808
n821 g807
n823 g805
n824 g804
n826 g802
n827 g801
n492 g799
n491 g798
n828 g797
n831 g796
n809 g819
n832 g795
n1545 g1185
n834 g793
n835 g792
n836 g791
n837 g790
n749 g879
n838 g789
n839 g788
n840 g787
n841 g786
n842 g785
n843 g784
n845 g782
n846 g781
n848 g779
n850 g777
n851 g776
n852 g775
n853 g774
n854 g773
n855 g772
n856 g771
n279 g1168
n857 g770
n858 g769
n859 g768
n940 g767
n393 g1640
n100 g1401
n516 g1112
n942 g766
n407 g1620
n418 g1603
n943 g765
n944 g764
n493 g800
n945 g763
n946 g762
n947 g761
n948 g760
n949 g759
n951 g757
n287 g1158
n952 g756
n953 g755
n955 g753
n956 g752
n567 g1061
n957 g751
n798 g829
n958 g750
n959 g749
n860 g748
n150 g1343
n861 g747
n862 g746
n864 g744
n865 g743
n866 g742
n867 g741
n868 g740
n508 g1120
n869 g739
n870 g738
n871 g737
n331 g1716
n872 g736
n250 g1207
n863 g745
n876 g732
n387 g1649
n877 g731
n472 g1522
n1504 g1342
n878 g730
n187 g1291
n879 g729
n880 g728
n882 g726
n883 g725
n884 g724
n885 g723
n886 g722
n887 g721
n888 g720
n890 g718
n891 g717
n1576 g1888
n893 g715
n896 g712
n899 g709
n900 g708
n902 g706
n903 g705
n904 g704
n905 g703
n906 g702
n907 g701
n33 g1468
n689 g939
n908 g700
n909 g699
n1678 g1794
n910 g698
n911 g697
n912 g696
n913 g695
n914 g694
n915 g693
n916 g692
n918 g690
n920 g688
n921 g687
n922 g686
n1704 g1835
n924 g684
n925 g683
n927 g681
n928 g680
n929 g679
n930 g678
n365 g1680
n931 g677
n932 g676
n520 g1108
n598 g1030
n933 g675
n1631 g1916
n934 g674
n444 g1564
n935 g673
n936 g672
n954 g754
n938 g670
n939 g669
n236 g1226
n727 g901
n960 g667
n961 g666
n416 g1606
n962 g665
n468 g1528
n253 g1203
n963 g664
n965 g662
n966 g661
n755 g873
n967 g660
n968 g659
n969 g658
n970 g657
n971 g656
n973 g654
n974 g653
n975 g652
n976 g651
n11 g1490
n977 g650
n978 g649
n979 g648
n980 g647
n982 g645
n1526 g1261
n985 g642
n986 g641
n987 g640
n988 g639
n989 g638
n70 g1431
n990 g637
n306 g1741
n991 g636
n992 g635
n73 g1428
n994 g633
n627 g1001
n996 g631
n997 g630
n442 g1567
n998 g629
n999 g628
n1001 g626
n1002 g625
n106 g1394
n1003 g624
n1004 g623
n200 g1274
n1005 g622
n1006 g621
n1007 g620
n1008 g619
n1009 g618
n1010 g617
n1011 g616
n1013 g614
n1014 g613
n1015 g612
n1016 g611
n1017 g610
n1018 g609
n1019 g608
n1020 g607
n1021 g606
n1713 g1867
n632 g996
n1022 g605
n1025 g602
n1026 g601
n1027 g600
n1028 g599
n1029 g598
n1030 g597
n1031 g596
n1033 g594
n1034 g593
n1035 g592
n1036 g591
n1037 g590
n1537 g1217
n1038 g589
n1024 g603
n1039 g588
n606 g1022
n983 g644
n1040 g587
n1041 g586
n1043 g584
n1046 g581
n1047 g580
n897 g711
n1049 g578
n1051 g576
n1052 g575
n273 g1176
n1053 g574
n490 g1495
n1054 g573
n1055 g572
n1056 g571
n1057 g570
n1058 g569
n424 g1594
n1059 g567
n1060 g566
n1061 g565
n1062 g564
n1064 g562
n1065 g561
n1066 g560
n1067 g559
n1069 g557
n1071 g555
n1687 g1778
n577 g1051
n1073 g553
n596 g1032
n1074 g552
n1075 g551
n1076 g550
n1077 g549
n964 g663
n1078 g548
n1079 g547
n1080 g546
n1081 g545
n1082 g544
n1083 g543
n1084 g542
n1085 g541
n1086 g540
n7[12] g1770
n1087 g539
n1088 g538
n1089 g537
n1090 g536
n446 g1561
n44 g1457
n1091 g535
n1433 g1677
n1092 g534
n1093 g533
n1094 g532
n8[6] g1784
n1095 g531
n1096 g530
n1097 g529
n1099 g527
n269 g1182
n1100 g526
n1472 g1559
n1101 g525
n1102 g524
n1103 g523
n1117 g568
n1104 g522
n136 g1365
n1105 g521
n91 g1410
n783 g845
n1106 g520
n1107 g519
n1108 g518
n410 g1615
n1109 g517
n1110 g516
n1111 g515
n1112 g514
n1114 g512
n1115 g511
n1116 g510
n8[4] g1779
n1175 g508
n1118 g507
n1119 g506
n1121 g504
n1123 g502
n1124 g501
n1125 g500
n1126 g499
n1127 g498
n1128 g497
n1607 g1846
n1129 g496
n7[10] g1772
n268 g1183
n1130 g495
n1131 g494
n369 g1676
n1133 g492
n1134 g491
n1135 g490
n574 g1054
n1136 g489
n1137 g488
n1138 g487
n1139 g486
n1141 g484
n1143 g482
n1144 g481
n981 g646
n1145 g480
n1147 g478
n881 g727
n1148 g477
n1149 g476
n1674 g1799
n1151 g474
n1152 g473
n1153 g472
n1154 g471
n1155 g470
n1156 g469
n1157 g468
n1158 g467
n601 g1027
n1159 g466
n1160 g465
n1072 g554
n1161 g464
n199 g1275
n1162 g463
n1163 g462
n1164 g461
n1165 g460
n1166 g459
n1167 g458
n1120 g505
n1168 g457
n1070 g556
n1169 g456
n1170 g455
n556 g1072
n1171 g454
n1172 g453
n1173 g452
n1174 g451
n1176 g450
n1177 g449
n1178 g448
n773 g855
n1179 g447
n1032 g595
n1180 g446
n192 g1284
n847 g780
n1181 g445
n1182 g444
n1183 g443
n1184 g442
n1185 g441
n1186 g440
n1187 g439
n1189 g437
n1190 g436
n1191 g435
n1192 g434
n1045 g582
n1193 g433
n1194 g432
n1195 g431
n1197 g429
n1198 g428
n1199 g427
n1200 g426
n1201 g425
n1202 g424
n1204 g422
n1206 g420
n1207 g419
n1208 g418
n1209 g417
n1210 g416
n1000 g627
n1211 g415
n1212 g414
n1213 g413
n1214 g412
n937 g671
n1215 g411
n1216 g410
n1217 g409
n1218 g408
n1219 g407
n923 g685
n1220 g406
n1221 g405
n1222 g404
n1223 g403
n1224 g402
n1225 g401
n1226 g400
n1227 g399
n1228 g398
n1229 g397
n1230 g396
n1231 g395
n1232 g394
n1235 g391
n1236 g390
n1239 g387
n1240 g386
n143 g1353
n1242 g384
n1142 g483
n1243 g383
n1244 g382
n1245 g381
n1246 g380
n1247 g379
n1248 g378
n1249 g377
n993 g634
n1250 g376
n1251 g375
n1252 g374
n1253 g373
n1233 g393
n1254 g372
n1255 g371
n728 g900
n1256 g370
n648 g980
n1257 g369
n232 g1231
n1258 g368
n1259 g367
n1260 g366
n1723 g1917
n1261 g365
n1262 g364
n441 g1569
n1264 g362
n1265 g361
n1266 g360
n1267 g359
n1268 g358
n1269 g357
n1270 g356
n1132 g493
n1271 g355
n1272 g354
n1273 g353
n1274 g352
n1275 g351
n1276 g350
n1277 g349
n1278 g348
n1280 g346
n1281 g345
n1282 g344
n1283 g343
n1284 g342
n874 g734
n1285 g341
n1286 g340
n1287 g339
n1288 g338
n1473 g1556
n1289 g337
n1290 g336
n1291 g335
n1292 g334
n300 g1140
n1294 g332
n1564 g1900
n1295 g331
n1296 g330
n1297 g329
n1012 g615
n1298 g328
n1299 g327
n1293 g333
n1300 g326
n1301 g325
n1302 g324
n1303 g323
n1304 g322
n1305 g321
n793 g832
n1306 g320
n1307 g319
n1308 g318
n1309 g317
n750 g878
n1310 g316
n1311 g315
n1313 g313
n1150 g475
n1314 g312
n1316 g310
n1317 g309
n1318 g308
n1196 g430
n1319 g307
n667 g961
n1320 g306
n1321 g305
n1322 g304
n146 g1349
n1323 g303
n1325 g301
n1326 g300
n1327 g299
n1328 g298
n1329 g297
n1330 g296
n341 g1700
n1331 g295
n1332 g294
n1333 g293
n1063 g563
n1334 g292
n1335 g291
n450 g1555
n224 g1242
n1336 g290
n1337 g289
n1338 g288
n1234 g392
n1339 g287
n1340 g286
n1341 g285
n730 g898
n1343 g283
n822 g806
n1205 g421
n1344 g282
n105 g1395
n1345 g281
n1346 g280
n1347 g279
n1622 g1928
n1348 g278
n1349 g277
n1488 g1511
n1350 g276
n1351 g275
n769 g859
n1352 g274
n1353 g273
n1354 g272
n1355 g271
n1356 g270
n1358 g268
n386 g1651
n625 g1003
n1360 g266
n1361 g265
n1639 g1834
n657 g971
n1362 g264
n1363 g263
n303 g1136
n1364 g262
n1574 g1890
n1365 g261
n1263 g363
n1366 g260
n1367 g259
n1368 g258
n1241 g385
n1369 g257
n1370 g256
n1140 g485
n1371 g255
n1372 g254
n1373 g253
n1374 g252
n495 g509
n1375 g251
n1376 g250
n1377 g249
n984 g643
n1378 g248
n1516 g1301
n892 g716
n1379 g247
n1380 g246
n1382 g244
n805 g1744
n639 g989
n1383 g243
n1384 g242
n1385 g241
n1386 g240
n1387 g239
n1388 g238
n1389 g237
n1701 g1748
n1390 g236
n1391 g235
n1392 g234
n1393 g233
n1394 g232
n1395 g231
n1396 g230
n1397 g229
n1398 g228
n1400 g226
n1401 g225
n1402 g224
n1237 g389
n1359 g267
n1403 g223
n1404 g222
n1405 g221
n1406 g220
n1407 g219
n1409 g217
n1410 g216
n1412 g214
n1413 g213
n1414 g212
n1415 g211
n1416 g210
n1417 g209
n347 g1697
n427 g1590
n1418 g208
n263 g1190
n1419 g207
n1420 g206
n1421 g205
n1422 g204
n1423 g203
n1424 g202
n275 g1174
n1426 g200
n156 g1334
n1427 g199
n1428 g198
n1429 g197
n1098 g528
n1430 g196
n4[63] g194
n4[62] g193
n4[61] g192
n4[60] g191
n4[59] g190
n4[58] g189
n4[56] g187
n4[55] g186
n4[54] g185
n894 g714
n4[53] g184
n425 g1593
n4[52] g183
n195 g1280
n4[51] g182
n4[50] g181
n160 g1328
n543 g1085
n4[48] g179
n4[47] g178
n1466 g1577
n4[46] g177
n4[45] g176
n4[44] g175
n1324 g302
n4[43] g174
n4[42] g173
n4[40] g171
n4[39] g170
n726 g902
n4[38] g169
n4[37] g168
n4[36] g167
n4[35] g166
n748 g880
n4[34] g165
n4[33] g164
n941 g668
n4[32] g163
n4[31] g162
n1411 g215
n4[30] g161
n4[29] g160
n4[28] g159
n875 g733
n4[27] g158
n825 g803
n1312 g314
n4[26] g157
n537 g1091
n4[25] g156
n1486 g1517
n4[23] g154
n345 g1698
n1044 g583
n4[22] g153
n4[21] g152
n4[20] g151
n4[19] g150
n4[18] g149
n4[49] g180
n4[17] g148
n4[15] g146
n4[14] g145
n4[13] g144
n4[12] g143
n1050 g577
n4[10] g141
n1616 g1934
n4[9] g140
n4[8] g139
n4[7] g138
n4[6] g137
n1565 g1899
n4[5] g136
n898 g710
n4[4] g135
n1465 g1580
n4[3] g134
n7[7] g1769
n4[2] g133
n815 g813
n4[1] g132
n4[0] g131
n561 g1067
n6[2] g130
n6[1] g129
n6[0] g128
n926 g682
n3[63] g127
n1525 g1265
n3[62] g126
n1399 g227
n3[61] g125
n3[60] g124
n1315 g311
n3[59] g123
n3[58] g122
n3[57] g121
n3[56] g120
n1441 g1653
n3[54] g118
n3[53] g117
n3[52] g116
n3[51] g115
n3[50] g114
n3[49] g113
n3[48] g112
n3[47] g111
n1700 g1749
n4[24] g155
n3[45] g109
n3[44] g108
n3[42] g106
n603 g1025
n1381 g245
n3[41] g105
n3[40] g104
n3[39] g103
n3[38] g102
n901 g707
n3[55] g119
n3[37] g101
n18 g1483
n3[36] g100
n745 g883
n3[35] g99
n3[34] g98
n3[33] g97
n3[32] g96
n3[31] g95
n3[30] g94
n1508 g1330
n3[29] g93
n3[28] g92
n3[27] g91
n3[26] g90
n3[25] g89
n4[41] g172
n3[24] g88
n351 g1695
n455 g1548
n702 g926
n3[23] g87
n3[22] g86
n7[9] g1771
n3[21] g85
n3[20] g84
n1610 g1842
n3[19] g83
n3[18] g82
n3[17] g81
n1203 g423
n3[16] g80
n3[15] g79
n3[14] g78
n3[13] g77
n3[12] g76
n3[11] g75
n589 g1039
n3[10] g74
n1279 g347
n3[9] g73
n3[8] g72
n3[7] g71
n3[6] g70
n3[5] g69
n3[4] g68
n4[57] g188
n3[3] g67
n3[2] g66
n3[1] g65
n3[0] g64
n5[15] g63
n5[14] g62
n5[13] g61
n4[16] g147
n5[12] g60
n844 g783
n972 g655
n5[11] g59
n5[10] g58
n917 g691
n5[9] g57
n5[8] g56
n5[7] g55
n5[6] g54
n248 g1210
n5[5] g53
n5[4] g52
n5[3] g51
n5[2] g50
n1557 g1137
n5[1] g49
n5[0] g48
n5[63] g47
n5[62] g46
n5[61] g45
n1357 g269
n5[60] g44
n5[59] g43
n1487 g1514
n5[58] g42
n5[57] g41
n5[56] g40
n1605 g1849
n5[55] g39
n5[54] g38
n5[53] g37
n5[52] g36
n1042 g585
n5[51] g35
n1602 g1853
n1425 g201
n5[50] g34
n434 g1579
n5[48] g32
n5[47] g31
n5[46] g30
n374 g1669
n5[45] g29
n919 g689
n1431 g195
n5[44] g28
n1122 g503
n5[43] g27
n380 g1660
n5[42] g26
n4[11] g142
n5[41] g25
n5[40] g24
n5[39] g23
n5[38] g22
n464 g1534
n5[37] g21
n3[43] g107
n5[36] g20
n5[35] g19
n256 g1199
n5[34] g18
n5[33] g17
n1408 g218
n5[32] g16
n5[30] g14
n5[29] g13
n5[28] g12
n5[27] g11
n5[26] g10
n5[25] g9
n1023 g604
n5[24] g8
n5[23] g7
n731 g897
n5[22] g6
n995 g632
n5[31] g15
n5[21] g5
n5[20] g4
n1048 g579
n5[19] g3
n5[18] g2
n5[17] g1
n647 g981
n5[16] g0
n2[127] n2[127]
n2[126] n2[126]
n2[125] n2[125]
n2[124] n2[124]
n889 g719
n2[123] n2[123]
n225 g1240
n950 g758
n2[122] n2[122]
n2[121] n2[121]
n2[120] n2[120]
n2[119] n2[119]
n2[118] n2[118]
n2[117] n2[117]
n2[116] n2[116]
n7[13] g1775
n1188 g438
n2[115] n2[115]
n2[114] n2[114]
n2[113] n2[113]
n2[112] n2[112]
n2[111] n2[111]
n2[110] n2[110]
n2[109] n2[109]
n2[108] n2[108]
n2[107] n2[107]
n2[106] n2[106]
n2[105] n2[105]
n2[104] n2[104]
n1561 g1903
n756 g872
n2[103] n2[103]
n2[102] n2[102]
n2[101] n2[101]
n849 g778
n2[100] n2[100]
n2[99] n2[99]
n1238 g388
n2[98] n2[98]
n2[97] n2[97]
n1113 g513
n2[96] n2[96]
n2[95] n2[95]
n2[94] n2[94]
n135 g1366
n2[93] n2[93]
n873 g735
n2[92] n2[92]
n2[91] n2[91]
