n158 g632
n131 g197
n357 g196
n16[0] g195
n427 g194
n4[7] g193
n525 g192
n73 g191
n4[3] g190
n195 g189
n3[3] g188
n292 g187
n523 g186
n296 g185
n411 g184
n189 g183
n82 g182
n272 g181
n113 g180
n8[0] g179
n473 g178
n415 g177
n266 g176
n244 g175
n389 g174
n242 g172
n12[2] g171
n281 g170
n347 g169
n400 g168
n120 g167
n231 g166
n505 g165
n3[27] g164
n441 g163
n8[3] g162
n480 g161
n18 g160
n524 g159
n270 g158
n203 g157
n3[50] g156
n142 g547
n10[0] g155
n517 g154
n264 g153
n279 g152
n3[40] g151
n16[2] g150
n100 g149
n3[58] g148
n429 g147
n405 g146
n445 g616
n325 g144
n3[43] g143
n3[25] g142
n15[12] g141
n222 g140
n200 g139
n337 g138
n324 g137
n127 g136
n3[22] g135
n216 g134
n406 g133
n3[34] g132
n141 g131
n3[6] g130
n3[38] g129
n326 g128
n261 g127
n300 g126
n479 g125
n487 g124
n471 g123
n16[1] g122
n464 g121
n510 g173
n104 g120
n176 g119
n33 g118
n74 g117
n314 g116
n148 g544
n3[4] g115
n375 g114
n284 g113
n57 g112
n43 g111
n3[62] g110
n515 g109
n63 g108
n346 g107
n363 g106
n8[4] g105
n481 g104
n450 g103
n137 g102
n453 g101
n378 g100
n103 g99
n68 g98
n348 g97
n96 g96
n105 g95
n460 g94
n215 g93
n165 g92
n311 g91
n140 g90
n432 g89
n3[11] g88
n514 g87
n192 g86
n3[33] g85
n437 g84
n77 g83
n253 g82
n467 g81
n443 g79
n47 g78
n201 g77
n391 g76
n340 g75
n101 g74
n420 g73
n442 g145
n312 g72
n251 g71
n3[44] g70
n8[14] g69
n30 g68
n88 g67
n307 g66
n267 g65
n512 g64
n196 g63
n3[26] g62
n85 g61
n171 g60
n129 g59
n310 g58
n278 g57
n219 g56
n8[15] g55
n121 g54
n388 g53
n254 g52
n520 g50
n339 g49
n285 g48
n42 g47
n418 g46
n302 g45
n3[0] g44
n260 g43
n37 g42
n116 g41
n198 g40
n519 g39
n350 g38
n25 g37
n416 g36
n15[13] g35
n186 g34
n188 g33
n69 g32
n15[6] g31
n256 g30
n290 g29
n145 g28
n438 g27
n263 g26
n262 g25
n182 g24
n331 g23
n365 g22
n387 g21
n3[32] g19
n247 g18
n179 g17
n353 g16
n235 g15
n187 g14
n422 g13
n65 g12
n17 g11
n440 g10
n212 g9
n265 g8
n309 g404
n225 g7
n79 g6
n125 g5
n156 g4
n8[5] g3
n110 g2
n3[31] g1
n322 g0
n2[127] n2[127]
n332 g240
n2[126] n2[126]
n2[125] n2[125]
n349 g205
n2[124] n2[124]
n2[123] n2[123]
n2[122] n2[122]
n2[121] n2[121]
n2[120] n2[120]
n2[119] n2[119]
n2[118] n2[118]
n2[117] n2[117]
n2[116] n2[116]
n2[115] n2[115]
n2[114] n2[114]
n2[113] n2[113]
n2[112] n2[112]
n2[111] n2[111]
n2[110] n2[110]
n3[53] g570
n2[109] n2[109]
n2[108] n2[108]
n2[107] n2[107]
n2[106] n2[106]
n2[104] n2[104]
n2[103] n2[103]
n2[102] n2[102]
n2[101] n2[101]
n2[100] n2[100]
n2[99] n2[99]
n2[98] n2[98]
n2[97] n2[97]
n2[96] n2[96]
n2[95] n2[95]
n2[94] n2[94]
n5[1] g20
n2[93] n2[93]
n2[92] n2[92]
n2[91] n2[91]
n2[90] n2[90]
n2[89] n2[89]
n2[88] n2[88]
n2[87] n2[87]
n2[86] n2[86]
n2[85] n2[85]
n2[84] n2[84]
n2[83] n2[83]
n2[82] n2[82]
n2[81] n2[81]
n417 g532
n2[80] n2[80]
n2[79] n2[79]
n500 g493
n2[78] n2[78]
n2[77] n2[77]
n2[76] n2[76]
n2[75] n2[75]
n2[74] n2[74]
n2[73] n2[73]
n2[72] n2[72]
n2[71] n2[71]
n2[70] n2[70]
n2[69] n2[69]
n132 g537
n2[68] n2[68]
n236 g80
n2[67] n2[67]
n2[66] n2[66]
n2[65] n2[65]
n2[64] n2[64]
n2[63] n2[63]
n2[62] n2[62]
n2[61] n2[61]
n2[60] n2[60]
n2[59] n2[59]
n2[58] n2[58]
n2[57] n2[57]
n2[56] n2[56]
n2[55] n2[55]
n390 g51
n2[54] n2[54]
n2[53] n2[53]
n2[52] n2[52]
n2[105] n2[105]
n2[51] n2[51]
n2[50] n2[50]
n2[49] n2[49]
n2[48] n2[48]
n2[47] n2[47]
n2[46] n2[46]
n2[45] n2[45]
n2[44] n2[44]
n2[43] n2[43]
n2[42] n2[42]
n2[41] n2[41]
n2[40] n2[40]
n2[39] n2[39]
n2[38] n2[38]
n2[37] n2[37]
n2[36] n2[36]
n2[35] n2[35]
n2[34] n2[34]
n2[33] n2[33]
n2[32] n2[32]
n2[31] n2[31]
n2[30] n2[30]
n509 g555
n2[29] n2[29]
n2[28] n2[28]
n2[27] n2[27]
n280 g496
n2[26] n2[26]
n2[25] n2[25]
n2[24] n2[24]
n153 g414
n2[23] n2[23]
n2[22] n2[22]
n518 g335
n2[21] n2[21]
n2[20] n2[20]
n2[19] n2[19]
n2[18] n2[18]
n2[17] n2[17]
n2[16] n2[16]
n2[15] n2[15]
n2[14] n2[14]
n2[13] n2[13]
n2[12] n2[12]
n2[11] n2[11]
n27 g593
n2[10] n2[10]
n2[9] n2[9]
n2[8] n2[8]
n2[7] n2[7]
n2[6] n2[6]
n2[5] n2[5]
n12[0] g572
n2[4] n2[4]
n2[3] n2[3]
n2[2] n2[2]
n2[1] n2[1]
n2[0] n2[0]
n1 n1
n0 n0
