n1852 g1932
n488 g1041
n489 g1040
n1054 g1720
n490 g1039
n491 g1038
n492 g1037
n945 g1678
n493 g1036
n496 g1033
n1831 g1837
n497 g1032
n499 g1030
n500 g1029
n501 g1028
n503 g1026
n504 g1025
n506 g1023
n507 g1022
n510 g1020
n512 g1019
n514 g1018
n539 g1017
n515 g1016
n942 g1512
n100 g1397
n393 g1117
n516 g1015
n518 g1013
n521 g1010
n522 g1009
n523 g1008
n165 g1360
n524 g1007
n525 g1006
n1770 g1515
n526 g1005
n305 g1190
n527 g1004
n528 g1003
n529 g1002
n530 g1001
n531 g1000
n533 g998
n1867 g1905
n534 g997
n535 g996
n536 g995
n537 g994
n538 g993
n540 g992
n542 g991
n545 g990
n547 g989
n549 g988
n551 g987
n554 g984
n420 g1135
n555 g983
n557 g981
n558 g980
n160 g1365
n543 g979
n546 g977
n550 g975
n564 g974
n566 g973
n568 g972
n569 g971
n570 g970
n129 g1409
n571 g969
n561 g965
n562 g964
n563 g963
n565 g962
n957 g1666
n567 g961
n575 g960
n579 g958
n1732 g1761
n585 g955
n587 g954
n591 g952
n593 g951
n595 g950
n597 g949
n599 g948
n573 g946
n578 g943
n580 g942
n582 g941
n584 g940
n586 g939
n588 g938
n590 g937
n592 g936
n594 g935
n1074 g1700
n596 g934
n933 g1525
n520 g1011
n598 g933
n600 g932
n602 g931
n613 g929
n615 g928
n617 g927
n621 g925
n622 g924
n74 g1463
n624 g923
n604 g921
n605 g920
n1040 g1734
n983 g1639
n606 g919
n608 g917
n609 g916
n505 g1024
n612 g914
n324 g1181
n614 g913
n616 g912
n618 g911
n620 g910
n623 g909
n637 g907
n641 g905
n643 g904
n170 g1355
n645 g903
n647 g902
n116 g1422
n649 g901
n651 g900
n57 g1479
n77 g1460
n653 g899
n655 g898
n656 g897
n626 g896
n996 g1619
n627 g895
n204 g1313
n629 g893
n631 g891
n1713 g1781
n1022 g1591
n632 g890
n633 g889
n634 g888
n635 g887
n636 g886
n638 g885
n640 g884
n394 g1152
n642 g883
n644 g882
n646 g881
n650 g879
n652 g878
n654 g877
n659 g874
n660 g873
n661 g872
n662 g871
n663 g870
n361 g1193
n664 g869
n666 g867
n668 g865
n552 g986
n669 g864
n670 g863
n671 g862
n672 g861
n673 g860
n674 g859
n675 g858
n676 g857
n677 g856
n678 g855
n227 g1303
n691 g854
n693 g853
n695 g852
n679 g851
n680 g850
n198 g1319
n681 g849
n682 g848
n683 g847
n684 g846
n685 g845
n686 g844
n688 g842
n908 g1561
n33 g1493
n689 g841
n690 g840
n692 g839
n694 g838
n696 g837
n697 g836
n698 g835
n240 g1291
n699 g834
n607 g918
n700 g833
n701 g832
n351 g1203
n455 g1073
n702 g831
n703 g830
n704 g829
n705 g828
n706 g827
n707 g826
n708 g825
n709 g824
n710 g823
n715 g822
n717 g821
n719 g820
n721 g819
n723 g818
n725 g817
n726 g816
n711 g815
n712 g814
n713 g813
n714 g812
n1805 g1864
n716 g811
n718 g810
n720 g809
n1755 g1824
n724 g807
n731 g806
n581 g957
n733 g805
n735 g804
n737 g802
n738 g801
n739 g800
n960 g1663
n236 g1295
n727 g799
n729 g797
n732 g795
n734 g794
n742 g793
n746 g791
n748 g790
n752 g788
n754 g787
n740 g785
n741 g784
n743 g783
n745 g782
n751 g779
n967 g1655
n755 g777
n757 g776
n758 g775
n759 g774
n760 g773
n761 g772
n762 g771
n763 g770
n38 g1888
n764 g769
n765 g768
n766 g767
n396 g1151
n767 g766
n777 g765
n779 g764
n722 g808
n781 g763
n1106 g1760
n91 g1446
n783 g762
n768 g761
n770 g759
n532 g999
n771 g758
n774 g755
n775 g754
n776 g753
n778 g752
n780 g751
n1709 g1793
n254 g1277
n494 g1035
n782 g750
n795 g749
n784 g748
n785 g747
n786 g746
n772 g757
n787 g745
n788 g744
n789 g743
n790 g742
n791 g741
n792 g740
n471 g1058
n794 g738
n796 g737
n797 g736
n958 g1665
n798 g735
n799 g734
n800 g733
n801 g732
n802 g731
n803 g730
n811 g728
n804 g727
n806 g725
n807 g724
n808 g723
n810 g722
n812 g721
n817 g719
n819 g718
n821 g717
n813 g716
n360 g1194
n814 g715
n1772 g714
n816 g713
n818 g712
n1837 g1828
n820 g711
n827 g708
n829 g707
n831 g706
n823 g705
n824 g704
n826 g703
n828 g702
n830 g701
n837 g700
n1729 g1770
n809 g729
n832 g699
n152 g1373
n833 g698
n835 g696
n836 g695
n749 g780
n838 g694
n839 g693
n840 g692
n841 g691
n842 g690
n843 g689
n1773 g688
n1806 g1863
n972 g1651
n844 g687
n1808 g1861
n845 g686
n846 g685
n848 g683
n849 g682
n850 g681
n851 g680
n852 g679
n853 g677
n854 g676
n1775 g675
n855 g674
n1774 g678
n856 g673
n1776 g672
n279 g1247
n857 g671
n858 g670
n1777 g669
n859 g668
n860 g667
n1340 g1897
n1778 g666
n1761 g1544
n150 g1375
n861 g665
n862 g664
n1779 g663
n864 g661
n1013 g1896
n1780 g660
n865 g659
n1734 g1755
n866 g658
n1781 g657
n1834 g1832
n867 g656
n868 g655
n1782 g654
n508 g1021
n869 g653
n870 g652
n687 g843
n13[11] g651
n871 g650
n331 g1214
n872 g649
n873 g647
n875 g644
n250 g1281
n863 g662
n876 g643
n13[14] g642
n387 g1120
n877 g641
n13[15] g639
n187 g1329
n879 g638
n880 g637
n13[17] g634
n1134 g633
n1135 g632
n1137 g631
n1138 g630
n1139 g629
n1141 g627
n1143 g625
n1144 g624
n981 g1643
n1145 g623
n1147 g621
n881 g635
n1148 g620
n1149 g619
n1152 g616
n1153 g615
n1154 g614
n1155 g613
n1156 g612
n1157 g611
n1158 g610
n601 g947
n1159 g609
n1160 g608
n1072 g1702
n1161 g607
n199 g1318
n1162 g606
n1163 g605
n1164 g604
n1165 g603
n1166 g602
n1167 g601
n1120 g1797
n1168 g600
n1070 g1704
n1169 g599
n1170 g598
n556 g982
n1171 g597
n1172 g596
n1173 g595
n1174 g594
n1176 g592
n1177 g591
n1178 g590
n773 g756
n1179 g589
n1032 g1742
n1180 g588
n192 g1324
n847 g684
n1181 g587
n1182 g586
n1183 g585
n1184 g584
n1185 g583
n1186 g582
n1187 g581
n1188 g580
n1189 g579
n1190 g578
n1191 g577
n1796 g1872
n1192 g576
n1045 g1729
n14[16] g1584
n1193 g575
n1194 g574
n1195 g573
n1197 g571
n1787 g1882
n1198 g570
n1199 g569
n1200 g568
n1201 g567
n1202 g566
n1203 g565
n1204 g564
n574 g945
n1136 g563
n1206 g561
n1207 g560
n1208 g559
n1209 g558
n1210 g557
n1000 g1614
n1211 g556
n1212 g555
n1213 g554
n1214 g553
n937 g1519
n1215 g552
n1216 g551
n1217 g550
n1218 g549
n1219 g548
n923 g1538
n1220 g547
n1221 g546
n1222 g545
n277 g1249
n10[11] g544
n1223 g543
n1861 g1922
n1224 g542
n1225 g541
n1226 g540
n1227 g539
n1228 g538
n1229 g537
n1230 g536
n1231 g535
n1232 g534
n1235 g531
n1236 g530
n1238 g528
n1239 g527
n1240 g526
n143 g1382
n1242 g524
n1142 g626
n1243 g523
n1244 g522
n1245 g521
n1246 g520
n1247 g519
n1248 g518
n1249 g517
n993 g1624
n1250 g516
n1251 g515
n1252 g514
n1253 g513
n1233 g533
n1254 g512
n1255 g511
n728 g798
n1256 g510
n648 g880
n1257 g509
n232 g1299
n1258 g508
n1259 g507
n1260 g506
n1262 g504
n441 g1088
n1264 g502
n1265 g501
n1266 g500
n1267 g499
n1269 g497
n1270 g496
n1132 g1779
n1271 g495
n1272 g494
n1273 g493
n1274 g492
n1275 g491
n1276 g490
n1277 g489
n1278 g488
n1280 g486
n1281 g485
n1282 g484
n1283 g483
n1284 g482
n874 g646
n1285 g481
n1286 g480
n1287 g479
n1288 g478
n1290 g476
n1291 g475
n1292 g474
n300 g1266
n1294 g472
n1296 g470
n1297 g469
n1012 g1600
n1298 g468
n1299 g467
n1293 g473
n1300 g466
n1301 g465
n1302 g464
n1303 g463
n1304 g462
n1305 g461
n793 g739
n1306 g460
n1307 g459
n1308 g458
n1309 g457
n750 g789
n1310 g456
n1311 g455
n825 g709
n1312 g454
n1313 g453
n1150 g618
n1314 g452
n1315 g451
n1318 g450
n1196 g572
n1319 g449
n667 g866
n1320 g448
n1871 g1908
n1321 g447
n1316 g445
n1317 g444
n1326 g443
n1327 g442
n1328 g441
n1324 g440
n1325 g439
n1373 g438
n1374 g437
n495 g1034
n1375 g436
n1329 g435
n1330 g434
n341 g1173
n1331 g433
n1332 g432
n1333 g431
n1063 g1711
n1334 g430
n1335 g429
n224 g1306
n450 g1079
n1336 g428
n1337 g427
n1338 g426
n1234 g532
n1339 g425
n1341 g424
n1342 g423
n730 g796
n1343 g422
n822 g710
n1205 g562
n1344 g421
n105 g1433
n1345 g420
n1346 g419
n1347 g418
n1801 g1873
n1349 g416
n1351 g414
n769 g760
n1352 g413
n1353 g412
n1354 g411
n1355 g410
n1356 g409
n1357 g408
n1358 g407
n386 g1156
n625 g908
n1360 g405
n1361 g404
n1363 g402
n303 g1228
n1364 g401
n1263 g503
n1366 g399
n1367 g398
n1368 g397
n1241 g525
n1369 g396
n1370 g395
n1140 g628
n1371 g394
n17[12] g1507
n1372 g393
n1421 g392
n1376 g391
n1377 g390
n984 g1637
n1378 g389
n1380 g387
n603 g922
n1381 g386
n1382 g385
n639 g906
n805 g726
n1383 g384
n1384 g383
n1385 g382
n1386 g381
n1387 g380
n1388 g379
n1389 g378
n1391 g376
n1392 g375
n1393 g374
n1394 g373
n1395 g372
n1396 g371
n1397 g370
n1398 g369
n1399 g368
n1400 g367
n1401 g366
n1402 g365
n1237 g529
n1359 g406
n1403 g364
n1404 g363
n1405 g362
n1406 g361
n1407 g360
n1408 g359
n1409 g358
n1410 g357
n1411 g356
n1412 g355
n1413 g354
n1414 g353
n1415 g352
n1817 g1856
n1416 g351
n1417 g350
n347 g1170
n427 g1102
n1418 g349
n1420 g348
n1422 g347
n1423 g346
n1424 g345
n275 g1251
n1426 g343
n156 g1369
n1427 g342
n1428 g341
n1429 g340
n1098 g1772
n1430 g339
n919 g1545
n1431 g338
n519 g1012
n1432 g337
n1092 g1682
n1433 g336
n1434 g335
n1435 g334
n1437 g332
n1438 g331
n1439 g330
n1440 g329
n1441 g328
n162 g1363
n1442 g327
n665 g868
n1443 g326
n13[13] g645
n1444 g325
n1445 g324
n1446 g323
n1448 g321
n1449 g320
n1451 g318
n1452 g317
n1453 g316
n1454 g315
n1455 g314
n1456 g313
n1457 g312
n1458 g311
n1459 g310
n517 g1014
n1460 g309
n1461 g308
n1462 g307
n1464 g305
n1841 g1822
n1466 g303
n452 g1078
n1467 g302
n1468 g301
n1469 g300
n1470 g299
n1471 g298
n1289 g477
n1473 g297
n1474 g296
n553 g985
n1450 g319
n1475 g295
n401 g1113
n1477 g293
n1478 g292
n1479 g291
n1480 g290
n1481 g289
n1840 g1823
n1482 g288
n1810 g1854
n1483 g287
n13[16] g636
n1484 g286
n1485 g285
n1486 g284
n1487 g283
n1350 g415
n1488 g282
n1489 g281
n1490 g280
n1491 g279
n658 g875
n1492 g278
n1493 g277
n1494 g276
n753 g778
n1495 g275
n1496 g274
n1497 g273
n1498 g272
n1499 g271
n1750 g1843
n1500 g270
n1501 g269
n1502 g268
n1503 g267
n472 g1057
n878 g640
n1504 g266
n125 g1413
n1505 g265
n1506 g264
n1507 g263
n1508 g262
n1509 g261
n307 g1226
n1510 g260
n1511 g259
n1512 g258
n1513 g257
n1514 g256
n559 g967
n1515 g255
n892 g1572
n1379 g388
n1516 g254
n1447 g322
n1517 g253
n1518 g252
n96 g1401
n1519 g251
n1463 g306
n1520 g250
n1521 g249
n1522 g248
n1523 g247
n336 g1175
n576 g944
n1524 g246
n1525 g245
n985 g1636
n1526 g244
n1527 g243
n1528 g242
n1529 g241
n1530 g240
n1531 g239
n448 g1081
n1532 g238
n1767 g1524
n1533 g237
n1534 g236
n1535 g235
n1749 g1610
n1536 g234
n1038 g1736
n1537 g233
n1538 g232
n1539 g231
n49 g1483
n1540 g230
n1541 g229
n1542 g228
n1543 g227
n1544 g226
n834 g697
n1545 g225
n1546 g224
n1547 g223
n349 g1169
n1548 g222
n1549 g221
n1550 g220
n502 g1027
n1551 g219
n1552 g218
n1476 g294
n1553 g217
n1554 g216
n1555 g215
n1556 g214
n1558 g212
n1559 g211
n1560 g210
n756 g786
n1561 g209
n13[12] g648
n1562 g208
n1436 g333
n1563 g207
n1295 g471
n1564 g206
n1572 g204
n1566 g203
n24 g1502
n611 g930
n1567 g202
n1568 g201
n1569 g200
n1570 g199
n1571 g198
n744 g792
n1573 g197
n1365 g400
n1574 g196
n1575 g195
n893 g1571
n1576 g194
n1768 g1521
n47 g1441
n1577 g193
n37 g1489
n1578 g192
n1579 g191
n1580 g190
n467 g1062
n1581 g189
n1582 g188
n1583 g187
n1584 g186
n1585 g185
n1586 g184
n1587 g183
n628 g894
n1589 g181
n1590 g180
n1591 g179
n1592 g178
n1593 g177
n1594 g176
n1595 g175
n1596 g174
n1597 g173
n151 g1374
n1598 g172
n560 g966
n1599 g171
n1600 g170
n1825 g1846
n1601 g169
n1425 g344
n1602 g168
n55 g1480
n1603 g167
n1146 g622
n1604 g166
n1605 g165
n1606 g164
n1129 g1783
n1607 g163
n6 g162
n1878 g161
n255 g1276
n7 g160
n12[11] g158
n1003 g1609
n106 g1432
n12[10] g157
n12[9] g156
n12[8] g155
n12[7] g154
n12[6] g153
n12[5] g152
n12[4] g151
n12[2] g149
n12[1] g148
n12[0] g147
n630 g892
n11[2] g146
n11[1] g145
n11[0] g144
n1608 g143
n10[10] g142
n10[9] g141
n1588 g182
n10[8] g140
n10[7] g139
n10[6] g138
n548 g976
n10[5] g137
n10[4] g136
n10[3] g135
n10[2] g134
n10[1] g133
n10[0] g132
n9[11] g131
n9[10] g130
n9[9] g129
n9[8] g128
n9[7] g127
n9[6] g126
n9[5] g125
n9[4] g124
n9[3] g123
n9[2] g122
n9[1] g121
n237 g1294
n498 g1031
n8[11] g119
n1268 g498
n8[10] g118
n8[9] g117
n8[7] g115
n1850 g1808
n1095 g159
n8[6] g114
n8[5] g113
n1175 g593
n8[4] g112
n8[3] g111
n8[2] g110
n8[1] g109
n8[0] g108
n1609 g107
n1610 g106
n572 g968
n1611 g105
n1612 g104
n1613 g103
n278 g1248
n583 g956
n1614 g102
n1615 g101
n1617 g99
n1618 g98
n1619 g97
n1620 g96
n1621 g95
n1348 g417
n1622 g94
n1623 g93
n1624 g92
n1625 g91
n1626 g90
n1823 g1847
n1627 g89
n1628 g88
n1629 g87
n1630 g86
n934 g1523
n1631 g85
n1632 g84
n1812 g1853
n1633 g83
n619 g926
n1634 g82
n1635 g81
n511 g1045
n747 g781
n1636 g80
n1637 g79
n1638 g78
n657 g876
n1362 g403
n1639 g77
n1640 g76
n1641 g75
n1642 g74
n1643 g73
n1644 g72
n1645 g71
n544 g978
n1646 g70
n1647 g69
n1648 g68
n1649 g67
n1650 g66
n1783 g65
n1651 g64
n1652 g63
n1653 g62
n1654 g61
n736 g803
n1655 g60
n1656 g59
n1657 g58
n1658 g57
n1659 g56
n1660 g55
n1661 g54
n1662 g53
n1663 g52
n1664 g51
n1665 g50
n1666 g49
n12[3] g150
n1667 g48
n1668 g47
n1669 g46
n1670 g45
n9[0] g120
n1671 g44
n1672 g43
n1673 g42
n1151 g617
n1674 g41
n1675 g40
n1727 g39
n1676 g38
n56 g1436
n1677 g37
n910 g1554
n1678 g36
n8[8] g116
n1679 g35
n1680 g34
n1681 g33
n312 g1187
n1682 g32
n1683 g31
n1684 g30
n610 g915
n1685 g29
n1686 g28
n1705 g27
n1073 g1701
n577 g959
n1687 g26
n1688 g25
n1689 g24
n1690 g23
n1692 g21
n1725 g20
n1322 g446
n1726 g19
n1699 g18
n1717 g17
n1718 g16
n1695 g15
n1700 g14
n1702 g13
n1719 g12
n1720 g11
n1696 g10
n1875 g1921
n1721 g9
n1697 g8
n1390 g377
n1701 g7
n1691 g22
n1722 g6
n1261 g505
n1723 g5
n1724 g4
n1698 g3
n1703 g2
n924 g1537
n1704 g1
n299 g1230
n1693 g0
n5[2] n5[2]
n1557 g213
n5[1] n5[1]
n5[0] n5[0]
n4[11] n4[11]
n1754 g1827
n1050 g1724
n4[10] n4[10]
n1616 g100
n4[9] n4[9]
n4[8] n4[8]
n4[7] n4[7]
n4[6] n4[6]
n1565 g205
n4[5] n4[5]
n898 g1566
n4[4] n4[4]
n1465 g304
n4[3] n4[3]
n4[2] n4[2]
n815 g720
n4[1] n4[1]
n4[0] n4[0]
n3[11] n3[11]
n589 g953
n3[10] n3[10]
n1279 g487
n3[9] n3[9]
n3[8] n3[8]
n3[7] n3[7]
n3[6] n3[6]
n3[5] n3[5]
n3[4] n3[4]
n3[3] n3[3]
n3[2] n3[2]
n3[1] n3[1]
n3[0] n3[0]
n2 n2
n1 n1
n0 n0
